Gene	nps_effect	dist_to_k4me1_enh_strict	dist_to_k4me2_enh_strict	dist_to_k4me1_enh_loose	dist_to_k4me2_enh_loose	within100kb_k4me1_enh	within100kb_k4me2_enh	within1Mb_k4me1_enh	within1Mb_k4me2_enh
ENSDARG00000095705	Unaff	401774	14562	53694	14562	loose	strict	strict	strict
ENSDARG00000094118	Unaff	107052	444080	107052	276985	no	no	strict	strict
ENSDARG00000007523	Unaff	390302	3245	390302	2820	no	strict	strict	strict
ENSDARG00000045513	Unaff	176023	1957859	176023	616492	no	no	strict	loose
ENSDARG00000024306	Unaff	76115	532200	76115	532200	strict	no	strict	strict
ENSDARG00000112874	Unaff	70948	229627	70948	78184	strict	loose	strict	strict
ENSDARG00000079222	Unaff	46568	286633	46568	199117	strict	no	strict	strict
ENSDARG00000088214	Unaff	42385	290816	42385	194934	strict	no	strict	strict
ENSDARG00000115593	Unaff	101675	323913	101675	186683	no	no	strict	strict
ENSDARG00000109327	Unaff	289449	136139	255572	136139	no	no	strict	strict
ENSDARG00000099173	Unaff	528662	102996	16359	102996	loose	no	strict	strict
ENSDARG00000114558	Unaff	1026466	600800	27331	85130	loose	loose	loose	strict
ENSDARG00000103471	Unaff	848654	785548	157327	165347	no	no	strict	strict
ENSDARG00000100479	Unaff	8235	1643007	8235	132245	strict	no	strict	loose
ENSDARG00000100793	Unaff	394066	923101	394066	35440	no	loose	strict	strict
ENSDARG00000107177	Unaff	15712	513218	15712	1434	strict	loose	strict	strict
ENSDARG00000104584	Unaff	80011	325569	80011	325569	strict	no	strict	strict
ENSDARG00000076252	Unaff	136324	381882	136324	381882	no	no	strict	strict
ENSDARG00000109604	Unaff	493239	738797	493239	738797	no	no	strict	strict
ENSDARG00000102561	Unaff	1111031	1253218	1111031	1129529	no	no	no	no
ENSDARG00000115564	Unaff	309278	172285	309278	172285	no	no	strict	strict
ENSDARG00000111046	Unaff	376322	239329	376322	239329	no	no	strict	strict
ENSDARG00000092436	Unaff	139257	995433	139257	995433	no	no	strict	strict
ENSDARG00000113769	Unaff	941482	1797658	416211	546515	no	no	strict	loose
ENSDARG00000101688	Unaff	998995	1855171	358698	489002	no	no	strict	loose
ENSDARG00000112541	Unaff	1492819	1969424	3334	4736	loose	loose	loose	loose
ENSDARG00000110372	Unaff	1841257	1620986	351772	353174	no	no	loose	loose
ENSDARG00000087070	Unaff	1924081	1174395	798363	343442	no	no	loose	loose
ENSDARG00000104423	Unaff	1328834	579148	366678	57675	no	loose	loose	strict
ENSDARG00000109211	Unaff	1036761	287075	74605	224319	loose	no	loose	strict
ENSDARG00000112725	Unaff	614219	135365	347826	80764	no	loose	strict	strict
ENSDARG00000096497	Unaff	571255	178329	390790	37800	no	loose	strict	strict
ENSDARG00000093665	Unaff	124574	53575	122889	53575	no	strict	strict	strict
ENSDARG00000096461	Unaff	247399	228700	247399	10237	no	loose	strict	strict
ENSDARG00000101960	Unaff	508237	525441	508237	286427	no	no	strict	strict
ENSDARG00000113626	Unaff	259335	774343	259335	535329	no	no	strict	strict
ENSDARG00000098281	Unaff	17176	1016502	17176	530207	strict	no	strict	loose
ENSDARG00000103346	Unaff	8059	1041822	8059	504887	strict	no	strict	loose
ENSDARG00000109251	Unaff	262781	1296544	262781	250165	no	no	strict	loose
ENSDARG00000100112	Unaff	263744	1297507	263744	249202	no	no	strict	loose
ENSDARG00000093165	Unaff	597459	2187289	597459	535897	no	no	strict	loose
ENSDARG00000094558	Unaff	692442	2282272	692442	440914	no	no	strict	loose
ENSDARG00000089875	Unaff	1091183	2681013	1091183	42173	no	loose	no	loose
ENSDARG00000117156	Unaff	1900250	3675045	200965	238955	no	no	loose	loose
ENSDARG00000109466	Unaff	1772121	3803174	72836	367084	loose	no	loose	loose
ENSDARG00000096107	Unaff	1383737	3490407	311756	755468	no	no	loose	loose
ENSDARG00000096012	Unaff	1378029	3484699	317464	761176	no	no	loose	loose
ENSDARG00000096041	Unaff	1271548	3378218	423945	867657	no	no	loose	loose
ENSDARG00000093713	Unaff	1068796	3175466	626697	1070409	no	no	loose	no
ENSDARG00000114893	Unaff	963013	3069683	732480	1176192	no	no	strict	no
ENSDARG00000110229	Unaff	87932	2018415	87932	465113	strict	no	strict	loose
ENSDARG00000093615	Unaff	796071	388995	12903	388995	loose	no	strict	strict
ENSDARG00000094443	Unaff	745601	439465	63373	424432	loose	no	strict	strict
ENSDARG00000116117	Unaff	669060	516006	139914	347891	no	no	strict	strict
ENSDARG00000114236	Unaff	200902	984164	200902	120151	no	no	strict	strict
ENSDARG00000097604	Unaff	139266	1045800	139266	181787	no	no	strict	loose
ENSDARG00000097971	Unaff	77236	1262418	77236	398405	strict	no	strict	loose
ENSDARG00000117132	Unaff	385918	1783527	385918	919514	no	no	strict	loose
ENSDARG00000096222	Unaff	683657	2081266	683657	1217253	no	no	strict	no
ENSDARG00000114894	Unaff	967632	2365241	967632	1501228	no	no	strict	no
ENSDARG00000115588	Unaff	701599	2659578	701599	1795565	no	no	strict	no
ENSDARG00000100995	Unaff	107391	3497011	107391	1769271	no	no	strict	no
ENSDARG00000102994	Unaff	142345	3531965	142345	1734317	no	no	strict	no
ENSDARG00000105306	Unaff	77306	3941573	77306	1324709	strict	no	strict	no
ENSDARG00000111824	Unaff	1564707	5428974	411716	115496	no	no	loose	loose
ENSDARG00000099277	Unaff	669302	6498476	229714	274431	no	no	strict	loose
ENSDARG00000098193	Unaff	525351	6642427	373665	130480	no	no	strict	loose
ENSDARG00000093254	Unaff	388833	6778945	388833	5854	no	loose	strict	loose
ENSDARG00000112295	Unaff	119311	7048467	119311	275376	no	no	strict	loose
ENSDARG00000115819	Unaff	89767	7078011	89767	304920	strict	no	strict	loose
ENSDARG00000114779	Unaff	69191	7098587	69191	325496	strict	no	strict	loose
ENSDARG00000114100	Unaff	52994	7114784	52994	341693	strict	no	strict	loose
ENSDARG00000112791	Unaff	37434	7130344	37434	357253	strict	no	strict	loose
ENSDARG00000102455	Unaff	220542	7388419	220542	615328	no	no	strict	loose
ENSDARG00000087544	Unaff	1153169	8825750	781268	789394	no	no	loose	loose
ENSDARG00000104884	Unaff	1142686	8836233	791751	799877	no	no	loose	loose
ENSDARG00000103636	Unaff	1128194	8850725	806243	814369	no	no	loose	loose
ENSDARG00000096026	Unaff	930091	7498389	166687	492871	no	no	strict	loose
ENSDARG00000114536	Unaff	1052228	7376252	288824	615008	no	no	loose	loose
ENSDARG00000095126	Unaff	2275108	6153372	1511704	1837888	no	no	no	no
ENSDARG00000114646	Unaff	2759917	5668563	1996513	2322697	no	no	no	no
ENSDARG00000102673	Unaff	2722264	5436367	2228709	2554893	no	no	no	no
ENSDARG00000107425	Unaff	2111234	4825337	1895084	3061674	no	no	no	no
ENSDARG00000112928	Unaff	1292727	4006830	1076577	2243167	no	no	no	no
ENSDARG00000098087	Unaff	555275	3269378	339125	1505715	no	no	strict	no
ENSDARG00000088847	Unaff	226246	2940349	10096	1176686	loose	no	strict	no
ENSDARG00000100262	Unaff	169170	2544687	169170	781024	no	no	strict	loose
ENSDARG00000100842	Unaff	203673	2510184	203673	746521	no	no	strict	loose
ENSDARG00000113141	Unaff	381731	2332126	381731	568463	no	no	strict	loose
ENSDARG00000094175	Unaff	112690	1815811	112690	52148	no	loose	strict	loose
ENSDARG00000104892	Unaff	173489	1755012	173489	8537	no	loose	strict	loose
ENSDARG00000112940	Unaff	1983993	55391	406555	55391	no	strict	loose	strict
ENSDARG00000112473	Unaff	2159330	230728	231218	230728	no	no	loose	strict
ENSDARG00000113294	Unaff	1402929	1234511	907125	54420	no	loose	loose	loose
ENSDARG00000111458	Unaff	1295919	1127501	1014135	161430	no	no	no	loose
ENSDARG00000111460	Unaff	1294793	1126375	1015261	162556	no	no	no	loose
ENSDARG00000110028	Unaff	1291548	1123130	1018506	165801	no	no	no	loose
ENSDARG00000114192	Unaff	1290254	1121836	1019800	167095	no	no	no	loose
ENSDARG00000114364	Unaff	1104008	935590	1104008	353341	no	no	no	strict
ENSDARG00000100568	Unaff	732690	564272	732690	564272	no	no	strict	strict
ENSDARG00000116717	Unaff	629070	460652	629070	460652	no	no	strict	strict
ENSDARG00000104561	Unaff	71838	96487	71838	96487	strict	strict	strict	strict
ENSDARG00000102581	Unaff	45087	103568	45087	103568	strict	no	strict	strict
ENSDARG00000089598	Unaff	909816	206274	625766	115166	no	no	strict	strict
ENSDARG00000105728	Unaff	82720	655631	82720	574272	strict	no	strict	strict
ENSDARG00000095135	Unaff	65382	672969	65382	591610	strict	no	strict	strict
ENSDARG00000101193	Unaff	155604	893091	155604	812676	no	no	strict	strict
ENSDARG00000073708	Unaff	202690	846005	202690	846005	no	no	strict	strict
ENSDARG00000105816	Unaff	202775	845920	202775	845920	no	no	strict	strict
ENSDARG00000077205	Unaff	120416	293200	120416	21564	no	loose	strict	strict
ENSDARG00000112275	Unaff	824766	791332	424795	203340	no	no	strict	strict
ENSDARG00000115988	Unaff	832177	798743	417384	210751	no	no	strict	strict
ENSDARG00000115978	Unaff	834585	801151	414976	213159	no	no	strict	strict
ENSDARG00000113671	Unaff	836317	802883	413244	214891	no	no	strict	strict
ENSDARG00000089382	Unaff	396651	205592	183032	168079	no	no	strict	strict
ENSDARG00000051785	Unaff	234754	1344992	112472	689732	no	no	strict	loose
ENSDARG00000110675	Unaff	252929	1363167	130647	707907	no	no	strict	loose
ENSDARG00000094300	Unaff	268862	1379100	146580	723840	no	no	strict	loose
ENSDARG00000095908	Unaff	787326	2786	311275	2786	no	strict	strict	strict
ENSDARG00000098424	Unaff	856295	71755	380244	71755	no	strict	strict	strict
ENSDARG00000091777	Unaff	1730725	1035295	254128	279357	no	no	loose	loose
ENSDARG00000076082	Unaff	173251	471296	83041	179644	loose	no	strict	strict
ENSDARG00000027141	Unaff	73736	3139175	73736	63102	strict	loose	strict	loose
ENSDARG00000100573	Unaff	123848	3334919	80004	258846	loose	no	strict	loose
ENSDARG00000018907	Unaff	127049	3566063	21229	2926	loose	loose	strict	loose
ENSDARG00000073737	Unaff	211113	2513821	211113	222811	no	no	strict	loose
ENSDARG00000035605	Unaff	161500	216959	161500	208515	no	no	strict	strict
ENSDARG00000086374	Unaff	12301	27185	12301	27185	strict	strict	strict	strict
ENSDARG00000079624	Unaff	44468	11785	38218	11785	strict	strict	strict	strict
ENSDARG00000058105	Unaff	439755	72470	328605	38173	no	strict	strict	strict
ENSDARG00000091926	Unaff	519725	7416	248635	7416	no	strict	strict	strict
ENSDARG00000100436	Unaff	658662	78001	15122	78001	loose	strict	strict	strict
ENSDARG00000013382	Unaff	110924	43714	110924	43714	no	strict	strict	strict
ENSDARG00000028542	Unaff	224805	501625	1725	26167	loose	loose	strict	strict
ENSDARG00000020465	Unaff	209146	149391	12745	51493	loose	loose	strict	strict
ENSDARG00000018898	Unaff	289128	216247	89952	113003	loose	no	strict	strict
ENSDARG00000061651	Unaff	439218	739940	147748	11956	no	loose	strict	strict
ENSDARG00000003091	Unaff	431148	748010	155818	3886	no	loose	strict	strict
ENSDARG00000054533	Unaff	212363	671901	212363	91980	no	loose	strict	strict
ENSDARG00000061547	Unaff	82016	98282	435	98282	strict	strict	strict	strict
ENSDARG00000035519	Unaff	78909	95175	3542	95175	strict	strict	strict	strict
ENSDARG00000055647	Unaff	15337	1124646	65	18467	strict	loose	strict	loose
ENSDARG00000067984	Unaff	9134	430679	2371	144197	strict	no	strict	strict
ENSDARG00000023645	Unaff	280924	486420	280924	51964	no	loose	strict	strict
ENSDARG00000035427	Unaff	280529	486815	280529	51569	no	loose	strict	strict
ENSDARG00000003592	Unaff	280415	486929	280415	51455	no	loose	strict	strict
ENSDARG00000019230	Unaff	274831	492513	274831	45871	no	loose	strict	strict
ENSDARG00000067981	Unaff	24984	1465566	24984	115032	strict	no	strict	loose
ENSDARG00000004256	Unaff	38915	907448	1051	102003	strict	no	strict	strict
ENSDARG00000035325	Unaff	204132	525413	126980	33294	no	loose	strict	strict
ENSDARG00000035324	Unaff	208676	520869	131524	28750	no	loose	strict	strict
ENSDARG00000033009	Unaff	258011	471534	180859	20488	no	loose	strict	strict
ENSDARG00000054606	Unaff	28410	352462	11013	219938	strict	no	strict	strict
ENSDARG00000092979	Unaff	468630	850261	413533	583728	no	no	strict	strict
ENSDARG00000035285	Unaff	633388	1370275	96338	63714	loose	loose	strict	loose
ENSDARG00000093313	Unaff	537653	1466010	192073	31930	no	loose	strict	loose
ENSDARG00000092561	Unaff	320930	1682733	33843	144525	loose	no	strict	loose
ENSDARG00000104537	Unaff	73136	126012	42559	126012	strict	no	strict	strict
ENSDARG00000024693	Unaff	219919	1078710	219919	138317	no	no	strict	loose
ENSDARG00000051923	Unaff	4850	18952	4850	18952	strict	strict	strict	strict
ENSDARG00000067639	Unaff	936148	2708487	565404	973506	no	no	strict	loose
ENSDARG00000059606	Unaff	121716	1761684	121716	129824	no	no	strict	loose
ENSDARG00000094097	Unaff	74902	272361	74902	245193	strict	no	strict	strict
ENSDARG00000009950	Unaff	287772	76226	287772	76226	no	strict	strict	strict
ENSDARG00000033370	Unaff	742156	377946	742156	377946	no	no	strict	strict
ENSDARG00000059510	Unaff	100256	1095921	2166	201217	loose	no	strict	loose
ENSDARG00000044437	Unaff	501103	131095	501103	131095	no	no	strict	strict
ENSDARG00000059474	Unaff	658495	37509	658495	37509	no	strict	strict	strict
ENSDARG00000042520	Unaff	508838	187166	508838	162786	no	no	strict	strict
ENSDARG00000100725	Unaff	449285	67977	10415	52014	loose	strict	strict	strict
ENSDARG00000099917	Unaff	458349	1212050	458349	455467	no	no	strict	loose
ENSDARG00000051953	Unaff	266064	1019765	266064	263182	no	no	strict	loose
ENSDARG00000079639	Unaff	566627	573433	261230	44398	no	loose	strict	strict
ENSDARG00000105286	Unaff	702483	709289	125374	49175	no	loose	strict	strict
ENSDARG00000098583	Unaff	898228	905034	70290	244920	loose	no	strict	strict
ENSDARG00000091124	Unaff	50252	441458	50252	4785	strict	loose	strict	strict
ENSDARG00000111939	Unaff	46285	437491	46285	818	strict	loose	strict	strict
ENSDARG00000044431	Unaff	224594	143446	224594	92618	no	loose	strict	strict
ENSDARG00000015126	Unaff	152925	314066	152273	263238	no	no	strict	strict
ENSDARG00000006260	Unaff	12774	3426112	12774	352406	strict	no	strict	loose
ENSDARG00000094965	Unaff	248534	4622237	38421	6032	loose	loose	strict	loose
ENSDARG00000063538	Unaff	37117	5871306	37117	530466	strict	no	strict	loose
ENSDARG00000078814	Unaff	110364	7165114	110364	360271	no	no	strict	loose
ENSDARG00000007812	Unaff	97480	7177998	97480	363478	strict	no	strict	loose
ENSDARG00000028119	Unaff	157167	7329856	157167	17661	no	loose	strict	loose
ENSDARG00000057683	Unaff	59040	5435544	5653	214728	strict	no	strict	loose
ENSDARG00000044511	Unaff	17239	4363512	17239	259424	strict	no	strict	loose
ENSDARG00000041359	Unaff	218071	1934594	218071	703463	no	no	strict	loose
ENSDARG00000078576	Unaff	2336	21478	2336	21478	strict	strict	strict	strict
ENSDARG00000100003	Unaff	4327	3597	4327	3237	strict	strict	strict	strict
ENSDARG00000044373	Unaff	159769	2595240	150461	39954	no	loose	strict	loose
ENSDARG00000052157	Unaff	465391	418877	382708	285690	no	no	strict	strict
ENSDARG00000006514	Unaff	18201	926588	18201	69303	strict	loose	strict	strict
ENSDARG00000074301	Unaff	7975	56485	7975	56485	strict	strict	strict	strict
ENSDARG00000070726	Unaff	285630	1339067	100749	191529	no	no	strict	loose
ENSDARG00000070721	Unaff	97702	1526995	87101	3601	strict	loose	strict	loose
ENSDARG00000074979	Unaff	341674	1363021	10788	4995	loose	loose	strict	loose
ENSDARG00000029075	Unaff	11337	1009823	11337	737	strict	loose	strict	loose
ENSDARG00000015422	Unaff	572479	364670	430545	197103	no	no	strict	strict
ENSDARG00000028389	Unaff	990896	62504	3274	62504	loose	strict	strict	strict
ENSDARG00000040031	Unaff	37844	439416	37844	61172	strict	loose	strict	strict
ENSDARG00000077038	Unaff	112624	17938	995	17938	loose	strict	strict	strict
ENSDARG00000044182	Unaff	87346	43216	26273	43216	strict	strict	strict	strict
ENSDARG00000078561	Unaff	292278	543778	292278	40434	no	loose	strict	strict
ENSDARG00000096832	Unaff	194923	105636	194923	302	no	loose	strict	strict
ENSDARG00000030408	Unaff	8177	97846	8177	57296	strict	strict	strict	strict
ENSDARG00000008141	Unaff	347618	1556957	35535	233865	loose	no	strict	loose
ENSDARG00000038577	Unaff	232263	1111422	232263	68371	no	loose	strict	loose
ENSDARG00000098280	Unaff	72416	64286	72416	64286	strict	strict	strict	strict
ENSDARG00000016345	Unaff	299723	85567	299723	85567	no	strict	strict	strict
ENSDARG00000086980	Unaff	499721	259038	216059	3394	no	loose	strict	strict
ENSDARG00000045019	Unaff	332857	1262819	287380	40571	no	loose	strict	loose
ENSDARG00000009505	Unaff	134754	1460922	89277	157423	loose	no	strict	loose
ENSDARG00000105657	Unaff	338508	102336	259814	102336	no	no	strict	strict
ENSDARG00000086815	Unaff	1074545	23629	333638	23629	no	strict	loose	strict
ENSDARG00000088686	Unaff	665049	433125	20330	2083	loose	loose	strict	strict
ENSDARG00000099514	Unaff	662743	435431	18024	25	loose	loose	strict	strict
ENSDARG00000105314	Unaff	660981	437193	16262	1610	loose	loose	strict	strict
ENSDARG00000105352	Unaff	659821	438353	15102	2770	loose	loose	strict	strict
ENSDARG00000105397	Unaff	658611	439563	13892	3980	loose	loose	strict	strict
ENSDARG00000105431	Unaff	657398	440776	12679	5193	loose	loose	strict	strict
ENSDARG00000098970	Unaff	656037	442137	11318	6554	loose	loose	strict	strict
ENSDARG00000100259	Unaff	613802	484372	21749	91	loose	loose	strict	strict
ENSDARG00000099123	Unaff	612129	486045	20076	1764	loose	loose	strict	strict
ENSDARG00000101249	Unaff	609867	488307	17814	1385	loose	loose	strict	strict
ENSDARG00000102806	Unaff	608347	489827	16294	0	loose	loose	strict	strict
ENSDARG00000105328	Unaff	604772	493402	12719	3341	loose	loose	strict	strict
ENSDARG00000101720	Unaff	603454	494720	11401	3217	loose	loose	strict	strict
ENSDARG00000099920	Unaff	600843	497331	8790	606	loose	loose	strict	strict
ENSDARG00000100906	Unaff	593782	504392	1729	6349	loose	loose	strict	strict
ENSDARG00000105508	Unaff	592455	505719	402	7676	loose	loose	strict	strict
ENSDARG00000105384	Unaff	591361	506813	619	8770	loose	loose	strict	strict
ENSDARG00000105353	Unaff	228072	470088	59390	423	loose	loose	strict	strict
ENSDARG00000105459	Unaff	223560	465576	54878	714	loose	loose	strict	strict
ENSDARG00000105430	Unaff	222209	464225	53527	468	loose	loose	strict	strict
ENSDARG00000104588	Unaff	218044	460060	49362	131	loose	loose	strict	strict
ENSDARG00000105382	Unaff	216471	458487	47789	1704	loose	loose	strict	strict
ENSDARG00000100279	Unaff	213609	455625	44927	4566	loose	loose	strict	strict
ENSDARG00000105318	Unaff	211090	453106	42408	7085	loose	loose	strict	strict
ENSDARG00000105400	Unaff	206610	448626	37928	4491	loose	loose	strict	strict
ENSDARG00000105414	Unaff	204892	446908	36210	2773	loose	loose	strict	strict
ENSDARG00000105374	Unaff	201719	443735	33037	319	loose	loose	strict	strict
ENSDARG00000086552	Unaff	200662	442678	31980	1376	loose	loose	strict	strict
ENSDARG00000105471	Unaff	159544	401560	9045	6003	loose	loose	strict	strict
ENSDARG00000105418	Unaff	153040	395056	15549	405	loose	loose	strict	strict
ENSDARG00000105502	Unaff	151729	393745	16860	1716	loose	loose	strict	strict
ENSDARG00000100024	Unaff	141870	383886	8767	4003	loose	loose	strict	strict
ENSDARG00000105345	Unaff	138940	380956	5837	1073	loose	loose	strict	strict
ENSDARG00000105478	Unaff	137910	379926	4807	43	loose	loose	strict	strict
ENSDARG00000105350	Unaff	136211	378227	3108	1581	loose	loose	strict	strict
ENSDARG00000105482	Unaff	130493	372509	2498	7299	loose	loose	strict	strict
ENSDARG00000105483	Unaff	125053	367069	7938	12739	loose	loose	strict	strict
ENSDARG00000105484	Unaff	123949	365965	9042	13843	loose	loose	strict	strict
ENSDARG00000074012	Unaff	120886	362902	12105	16906	loose	loose	strict	strict
ENSDARG00000105355	Unaff	110833	352849	22158	8439	loose	loose	strict	strict
ENSDARG00000105393	Unaff	109561	351577	23430	7167	loose	loose	strict	strict
ENSDARG00000105409	Unaff	108222	350238	24769	5828	loose	loose	strict	strict
ENSDARG00000105507	Unaff	102927	344943	30064	533	loose	loose	strict	strict
ENSDARG00000105359	Unaff	101523	343539	31468	270	loose	loose	strict	strict
ENSDARG00000058479	Unaff	98639	340655	34352	3154	strict	loose	strict	strict
ENSDARG00000079017	Unaff	252969	2483	252969	1920	no	strict	strict	strict
ENSDARG00000015551	Unaff	248642	588691	97722	588691	loose	no	strict	strict
ENSDARG00000070006	Unaff	95387	1357492	95387	102252	strict	no	strict	loose
ENSDARG00000057323	Unaff	603993	2125509	223324	35881	no	loose	strict	loose
ENSDARG00000105532	Unaff	23305	548459	23305	61620	strict	loose	strict	strict
ENSDARG00000105037	Unaff	356378	224121	176668	44922	no	loose	strict	strict
ENSDARG00000056346	Unaff	14553	1007743	14553	48933	strict	loose	strict	loose
ENSDARG00000008188	Unaff	19122	1281313	16816	16414	strict	loose	strict	loose
ENSDARG00000034855	Unaff	149732	1109265	149732	1349	no	loose	strict	loose
ENSDARG00000088835	Unaff	556577	41429	25745	16473	loose	strict	strict	strict
ENSDARG00000056725	Unaff	97893	105225	97893	7708	strict	loose	strict	strict
ENSDARG00000069463	Unaff	18474	221672	18474	95872	strict	loose	strict	strict
ENSDARG00000040266	Unaff	30465	198378	6114	280	strict	loose	strict	strict
ENSDARG00000092115	Unaff	10370	218473	10370	20375	strict	loose	strict	strict
ENSDARG00000056741	Unaff	3413	232467	3413	34369	strict	loose	strict	strict
ENSDARG00000102710	Unaff	84541	313595	42159	115497	strict	no	strict	strict
ENSDARG00000036298	Unaff	176848	741756	176848	3369	no	loose	strict	strict
ENSDARG00000036180	Unaff	161754	118756	157369	118756	no	no	strict	strict
ENSDARG00000012495	Unaff	314844	20498	4279	20498	loose	strict	strict	strict
ENSDARG00000079324	Unaff	72158	1197769	72158	2726	strict	loose	strict	loose
ENSDARG00000006487	Unaff	38365	749502	2715	450993	strict	no	strict	strict
ENSDARG00000010658	Unaff	3422	69156	3422	69156	strict	strict	strict	strict
ENSDARG00000019969	Unaff	5779	523195	5779	53358	strict	loose	strict	strict
ENSDARG00000068432	Unaff	7779	1127573	7779	364	strict	loose	strict	loose
ENSDARG00000010878	Unaff	25629	45407	1836	45407	strict	strict	strict	strict
ENSDARG00000018241	Unaff	250909	1340535	204682	426188	no	no	strict	loose
ENSDARG00000014690	Unaff	4301	842285	4301	13082	strict	loose	strict	strict
ENSDARG00000105682	Unaff	181603	656271	174594	50225	no	loose	strict	strict
ENSDARG00000077013	Unaff	76334	230586	76334	230586	strict	no	strict	strict
ENSDARG00000051854	Unaff	10209	701773	10209	108296	strict	no	strict	strict
ENSDARG00000020252	Unaff	261490	85589	261490	85589	no	strict	strict	strict
ENSDARG00000099380	Unaff	877768	994974	859391	141477	no	no	strict	strict
ENSDARG00000086977	Unaff	201224	806606	201224	99622	no	loose	strict	strict
ENSDARG00000069135	Unaff	24839	1267880	24839	706755	strict	no	strict	loose
ENSDARG00000017014	Unaff	469385	1542152	427807	198459	no	no	strict	loose
ENSDARG00000104501	Unaff	354215	263233	315	1639	loose	loose	strict	strict
ENSDARG00000076766	Unaff	350181	267267	2857	1594	loose	loose	strict	strict
ENSDARG00000075482	Unaff	345728	271720	7310	2653	loose	loose	strict	strict
ENSDARG00000079652	Unaff	328502	288946	24536	4536	loose	loose	strict	strict
ENSDARG00000110909	Unaff	326428	291020	26610	2462	loose	loose	strict	strict
ENSDARG00000075538	Unaff	323741	293707	29297	103	loose	loose	strict	strict
ENSDARG00000111619	Unaff	319555	297893	33483	468	loose	loose	strict	strict
ENSDARG00000112175	Unaff	317680	299768	35358	508	loose	loose	strict	strict
ENSDARG00000109926	Unaff	316088	301360	36950	2100	loose	loose	strict	strict
ENSDARG00000046024	Unaff	2611	380047	2611	46917	strict	loose	strict	strict
ENSDARG00000035700	Unaff	93092	529737	28931	102606	strict	no	strict	strict
ENSDARG00000058454	Unaff	431683	1648405	250538	115617	no	no	strict	loose
ENSDARG00000058451	Unaff	412573	1629295	231428	96507	no	loose	strict	loose
ENSDARG00000031495	Unaff	327340	1544062	146195	11274	no	loose	strict	loose
ENSDARG00000030981	Unaff	127847	225833	127847	225833	no	no	strict	strict
ENSDARG00000012519	Unaff	371597	1486277	371597	69253	no	loose	strict	loose
ENSDARG00000059001	Unaff	8796	2846374	5481	6061	strict	loose	strict	loose
ENSDARG00000100020	Unaff	24103	2997191	24103	110091	strict	no	strict	loose
ENSDARG00000016181	Unaff	520527	2297432	520527	9250	no	loose	strict	loose
ENSDARG00000026845	Unaff	716171	877510	146188	271488	no	no	strict	strict
ENSDARG00000057648	Unaff	98513	1540242	98513	776738	strict	no	strict	loose
ENSDARG00000079308	Unaff	246716	209154	197738	2746	no	loose	strict	strict
ENSDARG00000092337	Unaff	251154	204716	202176	1493	no	loose	strict	strict
ENSDARG00000005057	Unaff	246021	328827	70001	194761	loose	no	strict	strict
ENSDARG00000093978	Unaff	84014	21537	17682	21537	strict	strict	strict	strict
ENSDARG00000015164	Unaff	9376	6946	7599	6700	strict	strict	strict	strict
ENSDARG00000068993	Unaff	25552	674433	25552	68873	strict	loose	strict	strict
ENSDARG00000069696	Unaff	177719	522266	12366	221040	loose	no	strict	strict
ENSDARG00000022768	Unaff	48346	116832	48346	99953	strict	loose	strict	strict
ENSDARG00000052402	Unaff	191525	315794	116312	108966	no	no	strict	strict
ENSDARG00000034457	Unaff	112172	110302	112172	7964	no	loose	strict	strict
ENSDARG00000094673	Unaff	10265	8159	10265	5850	strict	strict	strict	strict
ENSDARG00000036820	Unaff	265731	102032	265731	37205	no	loose	strict	strict
ENSDARG00000068572	Unaff	12966	2632	4986	2632	strict	strict	strict	strict
ENSDARG00000033647	Unaff	167313	1413685	164857	425292	no	no	strict	loose
ENSDARG00000068400	Unaff	302198	940988	302198	47164	no	loose	strict	strict
ENSDARG00000079687	Unaff	492097	1702161	443303	786444	no	no	strict	loose
ENSDARG00000100965	Unaff	224737	458416	224737	153462	no	no	strict	strict
ENSDARG00000060065	Unaff	459643	1113795	459643	116486	no	no	strict	loose
ENSDARG00000015293	Unaff	753452	2543981	753452	1019954	no	no	strict	no
ENSDARG00000036630	Unaff	891520	2405913	891520	881886	no	no	strict	loose
ENSDARG00000098591	Unaff	211098	78602	9306	9881	loose	strict	strict	strict
ENSDARG00000076747	Unaff	1336765	1427532	2860	22138	loose	loose	loose	loose
ENSDARG00000063731	Unaff	712247	168318	152514	33272	no	loose	strict	strict
ENSDARG00000015889	Unaff	111138	36270	111138	36270	no	strict	strict	strict
ENSDARG00000020834	Unaff	101423	446971	101423	20777	no	loose	strict	strict
ENSDARG00000060004	Unaff	33303	2429	33303	2429	strict	strict	strict	strict
ENSDARG00000057854	Unaff	641328	903695	48147	338519	loose	no	strict	strict
ENSDARG00000003641	Unaff	149507	447177	149507	54321	no	loose	strict	strict
ENSDARG00000092870	Unaff	148921	426694	127371	189863	no	no	strict	strict
ENSDARG00000056141	Unaff	155146	1033855	794	20012	loose	loose	strict	loose
ENSDARG00000061759	Unaff	279482	162402	87272	157921	loose	no	strict	strict
ENSDARG00000069289	Unaff	430699	492858	72306	492858	loose	no	strict	strict
ENSDARG00000040666	Unaff	234587	574961	234587	574961	no	no	strict	strict
ENSDARG00000000651	Unaff	349373	807367	349373	647820	no	no	strict	strict
ENSDARG00000040730	Unaff	235842	693836	235842	534289	no	no	strict	strict
ENSDARG00000014008	Unaff	100949	1062011	100949	153454	no	no	strict	loose
