name	group	GC_prop	CpG_prop
atac_L03367	k4me1_enh	0.382	0.012
atac_L06350	k4me1_enh	0.402	0.012
atac_L29365	k4me1_enh	0.38	0.008
atac_L38657	k4me1_enh	0.404	0.022
atac_L03036	k4me1_enh	0.38	0.01
atac_L16925	k4me1_enh	0.404	0.012
atac_L06501	k4me1_enh	0.384	0.012
atac_L20319	k4me1_enh	0.382	0.014
atac_L11425	k4me1_enh	0.378	0.012
atac_L32343	k4me1_enh	0.424	0.018
atac_L37736	k4me1_enh	0.43	0.03
atac_L00929	k4me1_enh	0.36	0.016
atac_P00440	k4me1_enh	0.364	0.01
atac_L00511	k4me1_enh	0.402	0.022
atac_L30790	k4me1_enh	0.462	0.016
atac_L04878	k4me1_enh	0.402	0.034
atac_L38158	k4me1_enh	0.426	0.018
atac_L15311	k4me1_enh	0.486	0.022
atac_P03285	k4me1_enh	0.444	0.03
atac_L23999	k4me1_enh	0.408	0.016
atac_L28042	k4me1_enh	0.436	0.018
atac_L05519	k4me1_enh	0.368	0.014
atac_P05927	k4me1_enh	0.454	0.012
atac_L29652	k4me1_enh	0.454	0.036
atac_P03286	k4me1_enh	0.494	0.034
atac_L07522	k4me1_enh	0.432	0.02
atac_L03847	k4me1_enh	0.414	0.018
atac_P02322	k4me1_enh	0.426	0.024
atac_L19120	k4me1_enh	0.416	0.018
atac_L25364	k4me1_enh	0.43	0.038
atac_L29376	k4me1_enh	0.402	0.014
atac_L22034	k4me1_enh	0.402	0.024
atac_L17209	k4me1_enh	0.392	0.014
atac_L09213	k4me1_enh	0.504	0.024
atac_L28334	k4me1_enh	0.448	0.016
atac_L04997	k4me1_enh	0.48	0.016
atac_P06164	k4me1_enh	0.404	0.012
atac_L34488	k4me1_enh	0.516	0.034
atac_L31553	k4me1_enh	0.522	0.062
atac_P07012	k4me1_enh	0.434	0.04
atac_L30789	k4me1_enh	0.352	0.002
atac_L28026	k4me1_enh	0.512	0.02
atac_P04216	k4me1_enh	0.446	0.022
atac_L26980	k4me1_enh	0.358	0.012
atac_P05265	k4me1_enh	0.438	0.016
atac_L00584	k4me1_enh	0.376	0.008
atac_L04840	k4me1_enh	0.426	0.02
atac_L24911	k4me1_enh	0.418	0.01
atac_L01821	k4me1_enh	0.412	0.022
atac_L20349	k4me1_enh	0.398	0.01
atac_L31945	k4me1_enh	0.512	0.022
atac_L03370	k4me1_enh	0.45	0.02
atac_L34235	k4me1_enh	0.498	0.018
atac_L03640	k4me1_enh	0.364	0.008
atac_L17554	k4me1_enh	0.43	0.004
atac_L31588	k4me1_enh	0.388	0.014
atac_L09251	k4me1_enh	0.418	0.006
atac_L28472	k4me1_enh	0.448	0.01
atac_L32676	k4me1_enh	0.38	0.002
atac_L07429	k4me1_enh	0.466	0.024
atac_L03299	k4me1_enh	0.502	0.024
atac_L39208	k4me1_enh	0.464	0.01
atac_L25451	k4me1_enh	0.324	0.002
atac_L13733	k4me1_enh	0.474	0.016
atac_L00638	k4me1_enh	0.358	0.004
atac_L21297	k4me1_enh	0.432	0.018
atac_L31194	k4me1_enh	0.336	0.008
atac_L18153	k4me1_enh	0.44	0.018
atac_L04406	k4me1_enh	0.45	0.02
atac_L27246	k4me1_enh	0.41	0.052
atac_P02325	k4me1_enh	0.534	0.028
atac_L25333	k4me1_enh	0.358	0.012
atac_L03118	k4me1_enh	0.406	0.018
atac_P04881	k4me1_enh	0.402	0.008
atac_L05092	k4me1_enh	0.388	0.018
atac_L28112	k4me1_enh	0.432	0.018
atac_L23301	k4me1_enh	0.358	0.018
atac_L32489	k4me1_enh	0.428	0.014
atac_L22716	k4me1_enh	0.372	0.014
atac_L35183	k4me1_enh	0.474	0.016
atac_L39355	k4me1_enh	0.458	0.04
atac_L27431	k4me1_enh	0.502	0.02
atac_L33896	k4me1_enh	0.41	0.022
atac_L29546	k4me1_enh	0.398	0.026
atac_L17198	k4me1_enh	0.346	0.006
atac_P00647	k4me1_enh	0.454	0.02
atac_P00226	k4me1_enh	0.446	0.022
atac_L33512	k4me1_enh	0.396	0.01
atac_P00157	k4me1_enh	0.43	0.02
atac_L22436	k4me1_enh	0.292	0.01
atac_L03980	k4me1_enh	0.384	0.012
atac_L18646	k4me1_enh	0.552	0.024
atac_L35752	k4me1_enh	0.42	0.016
atac_L36337	k4me1_enh	0.446	0.03
atac_L09520	k4me1_enh	0.448	0.024
atac_L33370	k4me1_enh	0.376	0.008
atac_L20216	k4me1_enh	0.442	0.02
atac_L00644	k4me1_enh	0.478	0.02
atac_L15093	k4me1_enh	0.438	0.038
atac_P06958	k4me1_enh	0.392	0.002
atac_L16357	k4me1_enh	0.49	0.01
atac_L08859	k4me1_enh	0.5	0.03
atac_L31728	k4me1_enh	0.422	0.018
atac_L39922	k4me1_enh	0.43	0.01
atac_L03115	k4me1_enh	0.458	0.022
atac_P03281	k4me1_enh	0.486	0.014
atac_L23463	k4me1_enh	0.448	0.02
atac_L05880	k4me1_enh	0.428	0.008
atac_L25735	k4me1_enh	0.394	0.01
atac_L10542	k4me1_enh	0.448	0.016
atac_L00677	k4me1_enh	0.392	0.01
atac_L25580	k4me1_enh	0.422	0.02
atac_L31113	k4me1_enh	0.416	0.008
atac_L32379	k4me1_enh	0.458	0.054
atac_L13161	k4me1_enh	0.464	0.028
atac_L28022	k4me1_enh	0.438	0.03
atac_L03685	k4me1_enh	0.45	0.02
atac_L29197	k4me1_enh	0.448	0.03
atac_L10328	k4me1_enh	0.33	0.006
atac_L24923	k4me1_enh	0.45	0.028
atac_L06668	k4me1_enh	0.482	0.04
atac_L31618	k4me1_enh	0.442	0.018
atac_L14824	k4me1_enh	0.472	0.018
atac_L13763	k4me1_enh	0.436	0.012
atac_L03101	k4me1_enh	0.508	0.018
atac_L26838	k4me1_enh	0.466	0.008
atac_P00404	k4me1_enh	0.454	0.024
atac_L00910	k4me1_enh	0.476	0.014
atac_P03454	k4me1_enh	0.358	0.014
atac_P05448	k4me1_enh	0.446	0.028
atac_L31958	k4me1_enh	0.418	0.008
atac_L17079	k4me1_enh	0.43	0.018
atac_L01787	k4me1_enh	0.454	0.014
atac_L03684	k4me1_enh	0.424	0.036
atac_L12081	k4me1_enh	0.414	0.012
atac_L02483	k4me1_enh	0.42	0.02
atac_P03302	k4me1_enh	0.448	0.012
atac_L20616	k4me1_enh	0.418	0.008
atac_L34555	k4me1_enh	0.408	0.03
atac_L23048	k4me1_enh	0.398	0.012
atac_L23892	k4me1_enh	0.476	0.02
atac_L24308	k4me1_enh	0.4	0.008
atac_L37504	k4me1_enh	0.406	0.014
atac_P02458	k4me1_enh	0.37	0.008
atac_L03462	k4me1_enh	0.456	0.014
atac_L29441	k4me1_enh	0.342	0.01
atac_L38119	k4me1_enh	0.41	0.014
atac_L28473	k4me1_enh	0.528	0.036
atac_L28065	k4me1_enh	0.354	0.008
atac_L15321	k4me1_enh	0.446	0.012
atac_P00240	k4me1_enh	0.482	0.012
atac_L30999	k4me1_enh	0.54	0.034
atac_L23086	k4me1_enh	0.44	0.004
atac_L38286	k4me1_enh	0.326	0.004
atac_L29045	k4me1_enh	0.374	0.016
atac_L00991	k4me1_enh	0.354	0.002
atac_L14377	k4me1_enh	0.372	0.02
atac_L24299	k4me1_enh	0.456	0.012
atac_L36603	k4me1_enh	0.304	0.004
atac_L18684	k4me1_enh	0.452	0.014
atac_L12741	k4me1_enh	0.444	0.016
atac_L31606	k4me1_enh	0.428	0.028
atac_L31902	k4me1_enh	0.378	0.012
atac_L10811	k4me1_enh	0.458	0.026
atac_L04637	k4me1_enh	0.386	0.022
atac_L20350	k4me1_enh	0.344	0.006
atac_L15291	k4me1_enh	0.47	0.024
atac_L12045	k4me1_enh	0.444	0.022
atac_L37118	k4me1_enh	0.56	0.028
atac_L02303	k4me1_enh	0.416	0.006
atac_L05530	k4me1_enh	0.414	0.016
atac_P03564	k4me1_enh	0.422	0.012
atac_L29518	k4me1_enh	0.426	0.014
atac_P04476	k4me1_enh	0.468	0.024
atac_L00599	k4me1_enh	0.45	0.026
atac_L13889	k4me1_enh	0.376	0.008
atac_L03117	k4me1_enh	0.402	0.02
atac_P02621	k4me1_enh	0.468	0.024
atac_L02292	k4me1_enh	0.422	0.034
atac_P00526	k4me1_enh	0.444	0.018
atac_L10040	k4me1_enh	0.424	0.03
atac_P03264	k4me1_enh	0.448	0.018
atac_L10810	k4me1_enh	0.552	0.048
atac_P01686	k4me1_enh	0.4	0.016
atac_L33513	k4me1_enh	0.4	0.014
atac_L33865	k4me1_enh	0.36	0.022
atac_L04900	k4me1_enh	0.458	0.016
atac_L05851	k4me1_enh	0.428	0.048
atac_L21298	k4me1_enh	0.4	0.022
atac_L27665	k4me1_enh	0.388	0.008
atac_L02322	k4me1_enh	0.42	0.01
atac_L12066	k4me1_enh	0.398	0.016
atac_L23070	k4me1_enh	0.458	0.028
atac_P03433	k4me1_enh	0.492	0.026
atac_L00681	k4me1_enh	0.47	0.012
atac_L04901	k4me1_enh	0.328	0.012
atac_L27751	k4me1_enh	0.408	0.006
atac_L20624	k4me1_enh	0.402	0.018
atac_L32387	k4me1_enh	0.442	0.018
atac_P01712	k4me1_enh	0.446	0.028
atac_L25367	k4me1_enh	0.34	0.018
atac_P00527	k4me1_enh	0.46	0.026
atac_L27176	k4me1_enh	0.442	0.014
atac_L05564	k4me1_enh	0.406	0.018
atac_L23466	k4me1_enh	0.408	0.032
atac_L18860	k4me1_enh	0.328	0.01
atac_L05867	k4me1_enh	0.422	0.01
atac_L31629	k4me1_enh	0.392	0.012
atac_L36290	k4me1_enh	0.33	0.012
atac_L04513	k4me1_enh	0.422	0.01
atac_L06659	k4me1_enh	0.454	0.02
atac_L32169	k4me1_enh	0.456	0.018
atac_L09518	k4me1_enh	0.466	0.022
atac_L09434	k4me1_enh	0.416	0.032
atac_L38396	k4me1_enh	0.348	0.014
atac_L30979	k4me1_enh	0.326	0.004
atac_P03738	k4me1_enh	0.412	0.01
atac_L14378	k4me1_enh	0.446	0.014
atac_P06262	k4me1_enh	0.376	0.006
atac_L13018	k4me1_enh	0.41	0.034
atac_L05758	k4me1_enh	0.422	0.008
atac_L17029	k4me1_enh	0.386	0.024
atac_L12864	k4me1_enh	0.452	0.032
atac_L09288	k4me1_enh	0.408	0.012
atac_L31868	k4me1_enh	0.422	0.014
atac_L32398	k4me1_enh	0.418	0.016
atac_L09433	k4me1_enh	0.464	0.036
atac_L24066	k4me1_enh	0.392	0.016
atac_L29375	k4me1_enh	0.356	0.006
atac_P02295	k4me1_enh	0.494	0.03
atac_L23049	k4me1_enh	0.426	0.022
atac_L00838	k4me1_enh	0.384	0.012
atac_L00307	k4me1_enh	0.454	0.018
atac_L08015	k4me1_enh	0.412	0.02
atac_L17058	k4me1_enh	0.53	0.036
atac_L08017	k4me1_enh	0.392	0.018
atac_P05447	k4me1_enh	0.466	0.016
atac_L33782	k4me1_enh	0.416	0.01
atac_L02841	k4me1_enh	0.442	0.026
atac_L36433	k4me1_enh	0.46	0.028
atac_L37387	k4me1_enh	0.398	0.022
atac_L35285	k4me1_enh	0.416	0.018
atac_L39183	k4me1_enh	0.508	0.026
atac_P00072	k4me1_enh	0.456	0.024
atac_P04548	k4me1_enh	0.468	0.034
atac_L24940	k4me1_enh	0.446	0.034
atac_L17130	k4me1_enh	0.494	0.022
atac_L32677	k4me1_enh	0.364	0.008
atac_L05866	k4me1_enh	0.468	0.022
atac_L02351	k4me1_enh	0.374	0.008
atac_L16908	k4me1_enh	0.332	0.002
atac_L36338	k4me1_enh	0.432	0.016
atac_L02405	k4me1_enh	0.44	0.026
atac_L39729	k4me1_enh	0.45	0.02
atac_L12546	k4me1_enh	0.368	0.012
atac_P03282	k4me1_enh	0.43	0.008
atac_L25725	k4me1_enh	0.364	0.004
atac_L33213	k4me1_enh	0.424	0.02
atac_L01424	k4me1_enh	0.398	0.028
atac_L39783	k4me1_enh	0.388	0.014
atac_L30551	k4me1_enh	0.448	0.022
atac_L29912	k4me1_enh	0.536	0.046
atac_L19728	k4me1_enh	0.404	0.018
atac_L24475	k4me1_enh	0.428	0.02
atac_L35990	k4me1_enh	0.436	0.014
atac_L28470	k4me1_enh	0.522	0.032
atac_L08046	k4me1_enh	0.43	0.01
atac_L03982	k4me1_enh	0.364	0.018
atac_L12862	k4me1_enh	0.438	0.01
atac_L23053	k4me1_enh	0.414	0.008
atac_P01659	k4me1_enh	0.422	0.014
atac_L37468	k4me1_enh	0.444	0.034
atac_L12995	k4me1_enh	0.388	0.012
atac_L20046	k4me1_enh	0.458	0.044
atac_L17934	k4me1_enh	0.34	0.012
atac_L09442	k4me1_enh	0.456	0.022
atac_L27430	k4me1_enh	0.558	0.03
atac_L20497	k4me1_enh	0.426	0.018
atac_L21698	k4me1_enh	0.48	0.012
atac_L16581	k4me1_enh	0.476	0.024
atac_L13021	k4me1_enh	0.332	0.008
atac_L27429	k4me1_enh	0.428	0.022
atac_L18946	k4me1_enh	0.442	0.014
atac_L33361	k4me1_enh	0.366	0.008
atac_L12614	k4me1_enh	0.476	0.02
atac_P01549	k4me1_enh	0.484	0.01
atac_P04339	k4me1_enh	0.372	0.016
atac_L34391	k4me1_enh	0.476	0.042
atac_L09271	k4me1_enh	0.398	0.008
atac_L15833	k4me1_enh	0.38	0.012
atac_L15123	k4me1_enh	0.52	0.034
atac_L37117	k4me1_enh	0.54	0.038
atac_L18645	k4me1_enh	0.54	0.032
atac_P02400	k4me1_enh	0.448	0.02
atac_L31471	k4me1_enh	0.366	0.006
atac_L10683	k4me1_enh	0.378	0.008
atac_L28486	k4me1_enh	0.39	0.016
atac_L05858	k4me1_enh	0.414	0.024
atac_L39774	k4me1_enh	0.372	0.028
atac_L31605	k4me1_enh	0.46	0.016
atac_L00969	k4me1_enh	0.388	0.01
atac_P03022	k4me1_enh	0.494	0.034
atac_L17003	k4me1_enh	0.398	0.016
atac_L08344	k4me1_enh	0.432	0.016
atac_P01624	k4me1_enh	0.462	0.016
atac_L29587	k4me1_enh	0.36	0.002
atac_L39294	k4me1_enh	0.414	0.012
atac_P04256	k4me1_enh	0.416	0.01
atac_L32078	k4me1_enh	0.494	0.032
atac_L05697	k4me1_enh	0.548	0.048
atac_L06443	k4me1_enh	0.444	0.026
atac_L23323	k4me1_enh	0.528	0.014
atac_L23021	k4me1_enh	0.486	0.028
atac_L16553	k4me1_enh	0.336	0.01
atac_L40702	k4me1_enh	0.432	0.024
atac_L02840	k4me1_enh	0.432	0.01
atac_P02262	k4me1_enh	0.446	0.036
atac_L08058	k4me1_enh	0.35	0.014
atac_L36254	k4me1_enh	0.388	0.012
atac_L24523	k4me1_enh	0.402	0.024
atac_L06589	k4me1_enh	0.442	0.044
atac_L38436	k4me1_enh	0.462	0.022
atac_L27416	k4me1_enh	0.488	0.03
atac_L27631	k4me1_enh	0.346	0.006
atac_L26401	k4me1_enh	0.346	0.016
atac_P02637	k4me1_enh	0.482	0.034
atac_L27614	k4me1_enh	0.406	0.008
atac_L36438	k4me1_enh	0.458	0.024
atac_L34499	k4me1_enh	0.44	0.024
atac_P05874	k4me1_enh	0.418	0.028
atac_L29081	k4me1_enh	0.392	0.01
atac_L34330	k4me1_enh	0.456	0.022
atac_P00105	k4me1_enh	0.446	0.032
atac_L22258	k4me1_enh	0.458	0.004
atac_L28469	k4me1_enh	0.368	0.03
atac_L18252	k4me1_enh	0.366	0.008
atac_L15479	k4me1_enh	0.478	0.026
atac_P04358	k4me1_enh	0.454	0.034
atac_L04404	k4me1_enh	0.502	0.024
atac_L32903	k4me1_enh	0.348	0.012
atac_L24649	k4me1_enh	0.38	0.02
atac_L15288	k4me1_enh	0.398	0.014
atac_L38507	k4me1_enh	0.346	0.014
atac_P03409	k4me1_enh	0.394	0.03
atac_L27179	k4me1_enh	0.33	0.008
atac_L13807	k4me1_enh	0.42	0.02
atac_L27388	k4me1_enh	0.404	0.012
atac_L07368	k4me1_enh	0.356	0.01
atac_L32380	k4me1_enh	0.33	0.008
atac_L10788	k4me1_enh	0.384	0.014
atac_L24002	k4me1_enh	0.462	0.018
atac_P06688	k4me1_enh	0.414	0.022
atac_L07805	k4me1_enh	0.32	0.004
atac_L27177	k4me1_enh	0.484	0.018
atac_L22610	k4me1_enh	0.474	0.018
atac_L14013	k4me1_enh	0.432	0.014
atac_P01831	k4me1_enh	0.52	0.03
atac_L29366	k4me1_enh	0.4	0.024
atac_P03249	k4me1_enh	0.424	0.016
atac_L39184	k4me1_enh	0.41	0.006
atac_P04472	k4me1_enh	0.42	0.02
atac_P02812	k4me1_enh	0.498	0.04
atac_L02577	k4me1_enh	0.37	0.008
atac_L18432	k4me1_enh	0.45	0.02
atac_L33953	k4me1_enh	0.516	0.044
atac_L13976	k4me1_enh	0.508	0.04
atac_L32422	k4me1_enh	0.426	0.018
atac_L04407	k4me1_enh	0.442	0.01
atac_L26942	k4me1_enh	0.442	0.018
atac_L03381	k4me1_enh	0.396	0.014
atac_L08505	k4me1_enh	0.392	0.022
atac_L32675	k4me1_enh	0.45	0.024
atac_L13894	k4me1_enh	0.434	0.022
atac_L33345	k4me1_enh	0.44	0.026
atac_P06920	k4me1_enh	0.382	0.008
atac_L16971	k4me1_enh	0.402	0.006
atac_L39351	k4me1_enh	0.376	0.016
atac_L02261	k4me1_enh	0.41	0.008
atac_L10197	k4me1_enh	0.416	0.01
atac_L22127	k4me1_enh	0.336	0.006
atac_L18807	k4me1_enh	0.412	0.018
atac_L13863	k4me1_enh	0.39	0.012
atac_L31191	k4me1_enh	0.364	0.004
atac_L17220	k4me1_enh	0.398	0.024
atac_L27260	k4me1_enh	0.468	0.024
atac_P02395	k4me1_enh	0.516	0.022
atac_P04258	k4me1_enh	0.408	0.016
atac_L26399	k4me1_enh	0.342	0.012
atac_L02350	k4me1_enh	0.398	0.014
atac_L00852	k4me1_enh	0.356	0.012
atac_L17401	k4me1_enh	0.412	0.014
atac_L39166	k4me1_enh	0.432	0.02
atac_L02304	k4me1_enh	0.412	0.014
atac_L04514	k4me1_enh	0.358	0.01
atac_L39275	k4me1_enh	0.332	0.02
atac_L34056	k4me1_enh	0.37	0.01
atac_L16842	k4me1_enh	0.454	0.034
atac_P03377	k4me1_enh	0.492	0.022
atac_L35999	k4me1_enh	0.344	0.034
atac_P05397	k4me1_enh	0.36	0.014
atac_L24497	k4me1_enh	0.352	0.012
atac_L33511	k4me1_enh	0.468	0.016
atac_L09373	k4me1_enh	0.386	0.028
atac_L36725	k4me1_enh	0.332	0.012
atac_L35134	k4me1_enh	0.358	0.018
atac_L37472	k4me1_enh	0.362	0.012
atac_P05268	k4me1_enh	0.408	0.008
atac_L32303	k4me1_enh	0.422	0.008
atac_L16741	k4me1_enh	0.396	0.022
atac_L39001	k4me1_enh	0.498	0.028
atac_L10260	k4me1_enh	0.356	0.004
atac_L30226	k4me1_enh	0.468	0.034
atac_L32059	k4me1_enh	0.392	0.016
atac_L03382	k4me1_enh	0.372	0.004
atac_L20843	k4me1_enh	0.462	0.024
atac_L15407	k4me1_enh	0.406	0.016
atac_L39747	k4me1_enh	0.384	0.02
atac_L38169	k4me1_enh	0.41	0.02
atac_L05759	k4me1_enh	0.348	0.008
atac_P03651	k4me1_enh	0.384	0.016
atac_L17301	k4me1_enh	0.372	0.018
atac_L27261	k4me1_enh	0.546	0.038
atac_L13974	k4me1_enh	0.368	0.006
atac_L25051	k4me1_enh	0.404	0.04
atac_L32128	k4me1_enh	0.372	0.014
atac_L36270	k4me1_enh	0.358	0.004
atac_L18038	k4me1_enh	0.526	0.044
atac_L33582	k4me1_enh	0.424	0.024
atac_L14220	k4me1_enh	0.422	0.03
atac_P04751	k4me1_enh	0.374	0.006
atac_L07657	k4me1_enh	0.434	0.03
atac_L14602	k4me1_enh	0.476	0.026
atac_L33510	k4me1_enh	0.402	0.002
atac_L03061	k4me1_enh	0.39	0.012
atac_L20082	k4me1_enh	0.42	0.018
atac_L12356	k4me1_enh	0.388	0.022
atac_L07656	k4me1_enh	0.43	0.028
atac_L29298	k4me1_enh	0.45	0.024
atac_L25804	k4me1_enh	0.388	0.014
atac_L36971	k4me1_enh	0.342	0.01
atac_L39341	k4me1_enh	0.422	0.008
atac_L07374	k4me1_enh	0.494	0.016
atac_L18482	k4me1_enh	0.466	0.016
atac_L06080	k4me1_enh	0.436	0.02
atac_L33649	k4me1_enh	0.376	0.024
atac_L20614	k4me1_enh	0.488	0.02
atac_L11319	k4me1_enh	0.424	0.042
atac_P02844	k4me1_enh	0.446	0.02
atac_L10037	k4me1_enh	0.396	0.006
atac_L18251	k4me1_enh	0.434	0.014
atac_L18433	k4me1_enh	0.476	0.018
atac_L19220	k4me1_enh	0.384	0.022
atac_L14374	k4me1_enh	0.406	0.02
atac_L38118	k4me1_enh	0.448	0.022
atac_L26959	k4me1_enh	0.392	0.016
atac_L18427	k4me1_enh	0.354	0.006
atac_L36333	k4me1_enh	0.442	0.016
atac_L39519	k4me1_enh	0.448	0.006
atac_L39225	k4me1_enh	0.378	0.01
atac_L00680	k4me1_enh	0.37	0.006
atac_P06071	k4me1_enh	0.382	0.014
atac_L18698	k4me1_enh	0.39	0.038
atac_L00869	k4me1_enh	0.428	0.022
atac_L20466	k4me1_enh	0.408	0.006
atac_P01385	k4me1_enh	0.452	0.026
atac_L27510	k4me1_enh	0.396	0.014
atac_P01157	k4me1_enh	0.48	0.024
atac_L36322	k4me1_enh	0.472	0.028
atac_L25736	k4me1_enh	0.49	0.014
atac_L00672	k4me1_enh	0.4	0.012
atac_L35278	k4me1_enh	0.386	0.034
atac_L25726	k4me1_enh	0.412	0.018
atac_L12184	k4me1_enh	0.434	0.018
atac_L38948	k4me1_enh	0.476	0.066
atac_L26064	k4me1_enh	0.456	0.018
atac_L12095	k4me1_enh	0.496	0.028
atac_L29149	k4me1_enh	0.434	0.014
atac_L08399	k4me1_enh	0.444	0.01
atac_L33280	k4me1_enh	0.454	0.02
atac_L10096	k4me1_enh	0.434	0.022
atac_L38075	k4me1_enh	0.444	0.046
atac_L36604	k4me1_enh	0.358	0.006
atac_L40133	k4me1_enh	0.462	0.04
atac_L03479	k4me1_enh	0.382	0.006
atac_L08748	k4me1_enh	0.47	0.024
atac_L06647	k4me1_enh	0.426	0.008
atac_L28435	k4me1_enh	0.472	0.018
atac_P00714	k4me1_enh	0.408	0.012
atac_L22553	k4me1_enh	0.468	0.022
atac_L36320	k4me1_enh	0.478	0.026
atac_P01209	k4me1_enh	0.438	0.02
atac_L02139	k4me1_enh	0.32	0.01
atac_L08999	k4me1_enh	0.506	0.028
atac_L33974	k4me1_enh	0.398	0.018
atac_L39204	k4me1_enh	0.384	0.016
atac_L21779	k4me1_enh	0.472	0.028
atac_L18780	k4me1_enh	0.464	0.034
atac_L11590	k4me1_enh	0.414	0.002
atac_P00784	k4me1_enh	0.516	0.014
atac_L31413	k4me1_enh	0.434	0.024
atac_L15657	k4me1_enh	0.382	0.012
atac_L11875	k4me1_enh	0.362	0.008
atac_L24526	k4me1_enh	0.478	0.046
atac_L14015	k4me1_enh	0.4	0.014
atac_L36607	k4me1_enh	0.466	0.014
atac_L07988	k4me1_enh	0.406	0.018
atac_L31494	k4me1_enh	0.394	0.008
atac_L38378	k4me1_enh	0.404	0.01
atac_L13023	k4me1_enh	0.386	0.012
atac_L17123	k4me1_enh	0.38	0.014
atac_L09866	k4me1_enh	0.502	0.042
atac_L36934	k4me1_enh	0.356	0
atac_L15963	k4me1_enh	0.49	0.048
atac_L12575	k4me1_enh	0.432	0.004
atac_L32261	k4me1_enh	0.396	0.002
atac_L04986	k4me1_enh	0.422	0.006
atac_L31709	k4me1_enh	0.426	0.018
atac_L26760	k4me1_enh	0.41	0.004
atac_L26402	k4me1_enh	0.432	0.018
atac_L17106	k4me1_enh	0.362	0.008
atac_L06590	k4me1_enh	0.45	0.038
atac_L08865	k4me1_enh	0.432	0.012
atac_L04926	k4me1_enh	0.452	0.044
atac_L23140	k4me1_enh	0.436	0.024
atac_L31470	k4me1_enh	0.368	0.006
atac_L06657	k4me1_enh	0.452	0.03
atac_L33378	k4me1_enh	0.388	0.008
atac_L29299	k4me1_enh	0.462	0.02
atac_L02128	k4me1_enh	0.454	0.006
atac_L39940	k4me1_enh	0.316	0.002
atac_L08708	k4me1_enh	0.368	0.004
atac_L15411	k4me1_enh	0.396	0.018
atac_P06462	k4me1_enh	0.374	0.018
atac_P00525	k4me1_enh	0.422	0.014
atac_L40137	k4me1_enh	0.404	0.032
atac_L27117	k4me1_enh	0.386	0.006
atac_L13330	k4me1_enh	0.428	0.026
atac_L27318	k4me1_enh	0.504	0.032
atac_P06285	k4me1_enh	0.46	0.02
atac_P02117	k4me1_enh	0.51	0.02
atac_L31278	k4me1_enh	0.45	0.018
atac_L30279	k4me1_enh	0.466	0.05
atac_L02576	k4me1_enh	0.49	0.022
atac_P06328	k4me1_enh	0.42	0.02
atac_L00423	k4me1_enh	0.412	0.012
atac_L20615	k4me1_enh	0.466	0.018
atac_L11162	k4me1_enh	0.458	0.028
atac_L16542	k4me1_enh	0.47	0.024
atac_L13689	k4me1_enh	0.49	0.022
atac_L04842	k4me1_enh	0.422	0.032
atac_L09027	k4me1_enh	0.424	0.024
atac_L36632	k4me1_enh	0.378	0.008
atac_L34185	k4me1_enh	0.386	0.012
atac_L06311	k4me1_enh	0.376	0.012
atac_L34485	k4me1_enh	0.42	0.018
atac_L18825	k4me1_enh	0.4	0.018
atac_L39292	k4me1_enh	0.386	0.008
atac_L31617	k4me1_enh	0.39	0.01
atac_L33532	k4me1_enh	0.414	0.014
atac_L25579	k4me1_enh	0.464	0.016
atac_L28677	k4me1_enh	0.414	0.026
atac_L14219	k4me1_enh	0.464	0.004
atac_L18779	k4me1_enh	0.386	0.012
atac_L30796	k4me1_enh	0.386	0.016
atac_P06649	k4me1_enh	0.4	0.016
atac_L23151	k4me1_enh	0.43	0.008
atac_L30135	k4me1_enh	0.394	0.018
atac_L22225	k4me1_enh	0.434	0.02
atac_L14221	k4me1_enh	0.478	0.024
atac_L01970	k4me1_enh	0.378	0.008
atac_L11113	k4me1_enh	0.464	0.016
atac_L29036	k4me1_enh	0.386	0.01
atac_P00327	k4me1_enh	0.446	0.014
atac_L23212	k4me1_enh	0.426	0.012
atac_L07065	k4me1_enh	0.428	0.024
atac_L27512	k4me1_enh	0.454	0.02
atac_L14316	k4me1_enh	0.46	0.034
atac_L24306	k4me1_enh	0.376	0.002
atac_P03505	k4me1_enh	0.49	0.022
atac_L25879	k4me1_enh	0.464	0.044
atac_L08179	k4me1_enh	0.464	0.018
atac_L38371	k4me1_enh	0.466	0.018
atac_L28311	k4me1_enh	0.55	0.01
atac_P04245	k4me1_enh	0.386	0.012
atac_L16716	k4me1_enh	0.44	0.016
atac_L25053	k4me1_enh	0.498	0.062
atac_L32551	k4me1_enh	0.42	0.012
atac_L13635	k4me1_enh	0.358	0.008
atac_L03984	k4me1_enh	0.386	0.012
atac_L18805	k4me1_enh	0.408	0.01
atac_L20845	k4me1_enh	0.326	0.006
atac_P00389	k4me1_enh	0.37	0.012
atac_L36616	k4me1_enh	0.382	0.016
atac_L33172	k4me1_enh	0.362	0.012
atac_L16702	k4me1_enh	0.428	0.014
atac_L12644	k4me1_enh	0.416	0.012
atac_L26283	k4me1_enh	0.43	0.012
atac_L02839	k4me1_enh	0.428	0.022
atac_L15664	k4me1_enh	0.498	0.028
atac_P06689	k4me1_enh	0.446	0.022
atac_L28984	k4me1_enh	0.422	0.018
atac_P02657	k4me1_enh	0.518	0.02
atac_L20912	k4me1_enh	0.384	0.01
atac_L16945	k4me1_enh	0.496	0.004
atac_L18824	k4me1_enh	0.4	0.008
atac_L04912	k4me1_enh	0.318	0.006
atac_L24694	k4me1_enh	0.426	0.018
atac_L17792	k4me1_enh	0.454	0.036
