chr	start	end	name	category	strand	gene	tx_anno	clickit_sense_left	dome_sense_left	x50e_sense_left	shield_sense_left	x75e_sense_left	clickit_anti_left	dome_anti_left	x50e_anti_left	shield_anti_left	x75e_anti_left	clickit_sense_left2	dome_sense_left2	x50e_sense_left2	shield_sense_left2	x75e_sense_left2	clickit_anti_left2	dome_anti_left2	x50e_anti_left2	shield_anti_left2	x75e_anti_left2	clickit_sense_right	dome_sense_right	x50e_sense_right	shield_sense_right	x75e_sense_right	clickit_anti_right	dome_anti_right	x50e_anti_right	shield_anti_right	x75e_anti_right	clickit_sense_right2	dome_sense_right2	x50e_sense_right2	shield_sense_right2	x75e_sense_right2	clickit_anti_right2	dome_anti_right2	x50e_anti_right2	shield_anti_right2	x75e_anti_right2	exonic_plus_left	exonic_minus_left	exonic_plus_right	exonic_minus_right
chr4	751363	751364	atac_L28380	prox	.	.	overlap_minus	0	0	0	0	0	0.17	14.96	11.74	9.93	85.92	0	0	0	0	0	0.35	9.39	9.25	7.5	66.32	0	0	0	0	0	1.05	19.09	13.87	10.74	102.5	0	0	0	0	0	1.22	21	15.65	11.15	85.92	.	X	.	X
chr4	751566	751567	atac_L28381	prox	.	.	overlap_minus	0	0	0	0	0	0.81	176.36	15.33	9.07	10.31	0	0	0	0	0	1.42	200.48	16.03	8.75	11.74	0	0	0	0	0	1.42	165.81	14.98	9.55	12.8	0	0	0	0	0	1.62	143.2	13.59	8.59	11.74	.	X	.	X
chr4	760651	760652	atac_L28382	prom_umms	-	TCONS_00092841	tss_minus	0	0	0	0	0	0.16	1.42	2.03	6.03	0.87	0	0	0	0	0	0.32	3.91	4.05	19.6	2.26	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.2	0	0	.	X	.	.
chr4	760990	760991	atac_L28383	prox	.	.	minimal	0	0	0	0	0	3.01	0	0.16	0	0	0	0	0	0	0	1.51	0	0.16	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0.16	0	0	.	.	.	.
chr4	762202	762203	atac_L28384	prox	.	.	overlap_minus	0	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	1.51	0	0	.	.	.	X
chr4	779263	779264	atac_L28385	prox	.	.	overlap_minus	0	0	0	0	0	0.87	37.07	27.56	11.35	146.21	0	0	0	0	0	0.7	37.07	27.56	11.35	146.21	0	0	0.36	0	0	1.05	67.3	46.59	19.66	266.8	0	0	0.36	0	0	0.7	67.78	46.59	21.88	266.8	.	.	.	X
chr4	779824	779825	atac_L28386	prom_umms	-	TCONS_00092851	tss_minus	0	1.51	0	0.48	0.36	0.2	9.04	0.87	0.64	0.18	0	1.51	0	0.48	0.36	0	15.07	1.05	1.27	0.18	0	0	0	0.16	0.36	0.2	0	0.17	0	0	0	0	0	0.16	0.36	0	0	0.17	0	0	.	X	.	.
chr4	790113	790114	atac_L28387	prox	.	.	overlap_minus	0	0.36	1.01	6.03	4.01	0.32	3.91	2.23	13.57	2.09	0	0.36	1.22	6.03	4.01	0.16	3.91	2.23	13.57	2.09	0	0.36	1.01	6.03	4.01	0.32	4.09	2.23	13.57	2.09	0	0.36	1.01	6.03	4.01	0.16	4.09	2.23	13.57	2.09	.	.	.	.
chr4	797491	797492	atac_L28388	prox	.	.	overlap_plus	1.51	0.35	0.8	0.71	4.66	4.52	2.61	2.55	1.78	2.03	1.51	0.35	0.8	0.71	4.66	4.52	2.61	2.55	1.78	2.03	1.51	0.35	0.8	0.71	4.66	4.52	2.79	2.55	1.78	2.03	1.51	0.35	0.8	0.71	4.66	4.52	2.79	2.7	1.78	2.03	.	.	.	.
chr4	797903	797904	atac_L28389	prom_ens	-	ENSDART00000170012	tss_minus	0.18	0.41	7.54	0.7	3.66	0.53	3.65	25.62	1.57	1.59	0.18	0.41	7.54	0.7	3.66	0.53	3.85	25.62	1.92	1.75	0.18	0.41	7.54	0.7	3.66	0.36	0.81	3.01	0	0.16	0.36	0.41	7.54	0.7	3.66	0.36	0.2	3.01	0	0.16	.	X	.	.
chr4	807988	807989	atac_P05138	prox	.	.	overlap_plus	0	0.32	0.89	0.61	31.65	0.17	0.32	0.36	0.41	12.06	0	0.32	0.89	0.61	31.65	0.17	0.16	0.36	0.41	4.52	0	0.32	0.89	0.61	31.65	0.17	0.32	0.18	0.61	3.01	0	0.32	0.89	0.61	31.65	0.17	0.32	0.18	0.61	0	.	X	.	X
chr4	810680	810681	atac_L28390	dist	.	.	overlap_plus	0	3.01	0.87	0.48	3.73	0.61	3.01	0.17	0.32	0	0	3.01	0.87	0.48	3.73	0.2	1.51	0.17	0.16	0	0	3.01	0.87	0.48	3.73	0.61	4.52	0.17	0.32	0	0	3.01	0.87	0.48	3.73	0.2	3.01	0.17	0	0	.	X	.	X
chr4	815926	815927	atac_L28391	prox	.	.	overlap_plus	0	0.36	1.01	4.52	3.66	0.64	0.36	1.22	1.51	0	0	0.36	1.01	4.52	3.66	0.48	0.36	1.22	1.51	0	0	0.36	1.01	4.52	3.66	0.48	0.36	0.81	1.51	0	0	0.36	1.01	4.52	3.66	0.48	0.36	0.81	1.51	0	.	X	.	.
chr4	824332	824333	atac_L28392	dist	.	.	overlap_minus	0	0.35	0.8	0.53	4.26	12.06	9.41	5.89	3.56	4.26	0	0.35	0.8	0.53	4.26	21.1	9.76	6.36	3.73	3.85	0	0.35	0.8	0.53	4.26	9.04	5.58	4.77	4.98	4.86	0	0.35	0.8	0.53	4.26	10.55	5.4	6.05	6.76	7.29	.	X	.	X
chr4	837839	837840	atac_L28393	prom_ens	-	ENSDART00000185280	tss_minus	0	0.41	7.54	0.52	3.34	0.53	3.44	18.09	2.26	3.66	0	0.41	7.54	0.52	3.34	0.71	3.65	16.58	3.48	3.02	0	0.41	7.54	0.52	3.34	0.18	2.43	3.01	0.17	0.32	0	0.41	7.54	0.52	3.5	0.36	2.43	0	0	0.32	.	X	.	X
chr4	839628	839629	atac_P05139	prox	.	.	overlap_plus	0	0.32	0.89	0.61	31.65	0.17	1.75	0	0	3.01	0	0.32	0.89	0.61	31.65	0.35	1.75	0	0	3.01	0	0.32	0.89	0.61	31.65	0.17	1.75	0	0	3.01	0	0.32	0.89	0.61	31.65	0.17	1.75	0	0	3.01	.	.	.	.
chr4	842012	842013	atac_L28394	prom_cage	+	ENSDART00000067461	tss_plus	0.41	289.41	54.53	87.19	163.4	0.2	18.09	0.17	0	0.53	0	3.01	1.05	0.48	4.45	0.2	16.58	0	0	0.71	14.79	6083.62	1129.85	1457.63	2457.29	0.41	19.6	0.17	0	0.36	14.79	3959.78	751.26	961.67	1610.93	0.2	18.09	0.17	0.16	0.36	.	.	X	.
chr4	844274	844275	atac_L28395	dist	.	.	overlap_plus	9.55	457.67	841.15	8875.21	1517.5	0.16	1.96	0	1.51	0.87	7.64	446.65	838.52	8851.09	1517.85	0.16	2.13	0	1.51	0.52	10.34	1024.35	1908.45	19488.38	3377.87	0.16	2.13	0	1.51	0.7	13.52	1243.94	2352.63	21389.13	4178.78	0.32	2.13	0.41	3.01	0.87	.	.	X	.
chr4	844677	844678	atac_L28396	dist	.	.	overlap_plus	125.11	1175.32	1781.9	2448.93	4740.11	3.01	1.92	0.32	0.36	0.61	128.12	1233.69	1874.98	2574.29	4897.96	3.01	2.09	0.48	0.36	1.22	94.96	999.88	1429.15	2043.71	3791.16	1.51	1.92	0.16	0	0.61	64.82	807.71	1192.39	1748.73	3284.36	1.51	1.92	0	0.18	2.23	X	.	X	.
chr4	847382	847383	atac_L28397	dist	.	.	overlap_minus	1.24	0	1.51	0	0	0.18	2.84	1.51	0	0.8	1.42	0	1.51	0	0	0.18	2.84	0	0.52	0.8	1.24	0	0	0	0	0.18	2.43	0	0	0.48	0.71	0	0	0	0	0.18	2.23	0	0	1.11	.	.	.	.
chr4	860323	860324	atac_L28398	prox	.	.	overlap_minus	0.35	0	0	0	0	0	0.64	0	1.82	9.04	0.35	0	0	0	0	0	0.64	0	1.42	9.04	0	0	0	0	0	0	0	0	1.01	1.51	0.17	0	0	0	0	0	0	0	1.01	1.51	.	X	.	X
chr4	883245	883246	atac_L28399	dist	.	.	overlap_minus	0.2	0	0	0	0	2.84	45.22	57.84	71.28	224.04	0.2	0	0	0	0	1.82	30.15	53.49	58.39	199.32	0.2	0	0	0	0	2.23	39.19	44.95	61.1	155.23	0.2	0	0	0	0	1.62	36.18	31.01	45.67	103.66	.	X	.	X
chr4	887801	887802	atac_L28400	prox	.	.	overlap_minus	0	0	0	0	0	0	0	1.01	10.55	1.39	0	0	0	0	0	0	0	1.01	10.55	1.39	0	0	0	0	0	0	0	1.01	10.55	1.39	0	0	0	1.51	0	0	0	1.01	10.55	1.39	.	.	.	.
chr4	889783	889784	atac_P05140	prom_cage	-	ENSDART00000022668	tss_minus	0	0.35	0.32	0	0.2	0	0	0.48	0.89	2.43	0	0.7	1.11	0	0.81	0	0.52	1.59	2.31	4.66	0	0.17	0.16	0	0.41	0	0	0.32	0.71	1.62	0	0.52	0.32	0.18	0.41	0	0	0	0.18	2.43	.	X	.	X
chr4	895017	895018	atac_L28401	prom_umms	-	TCONS_00092869	minimal	0	0	0	0	0	0	0.41	0	0	0.32	0	0	0	0	0	0	0.41	0	0	0.32	0	0	0	0	0	0	0.41	0	0	0.32	0	0	0	0	0	0	0.41	0	0	0.32	.	X	.	.
chr4	905723	905724	atac_P05141	prox	.	.	overlap_minus	0	0	0	0	0	0.17	0.48	1.24	0.41	3.01	0	0	0	0	0	0.17	0.48	0.36	0	4.52	0	0	0	0	0	0.17	0.48	1.07	0.61	0	0	0	0	0	0	0.17	0.48	0.36	0.2	0	.	X	.	.
chr4	911263	911264	atac_P05142	prox	.	.	overlap_minus	0	0	0	0	0	1.01	4.52	0.52	0.16	0	0	0	0	0	0	1.01	4.52	0.52	0.16	0	0	0	0	0	0	1.01	4.52	0.52	0.16	0	0	0	0	0	0	1.01	4.52	0.52	0.16	0	.	.	.	.
chr4	912489	912490	atac_L28402	prox	.	.	tss_plus	0	0	0	0	0	0.8	0.53	0.61	1.51	0	0	0	0	0	0	0.8	0.53	0.61	1.51	0	0	0	0	21.1	3.48	0.8	0.53	0.61	1.51	0	0	0.18	0.61	45.22	8.89	0.8	0.53	0.61	1.51	0	.	.	X	.
chr4	917400	917401	atac_P05143	dist	.	.	overlap_minus	0	0	0	0	0	7.54	0.52	0.32	0.18	0	0	0	0	0	0	7.54	0.52	0.32	0.18	0	0	0	0	0	0	7.54	0.52	0.32	0.18	0	0	0	0	0	0	7.54	0.52	0.32	0.18	0	.	.	.	.
chr4	918544	918545	atac_P05144	dist	.	.	overlap_minus	0	0	0	0	0	0.89	0.61	3.01	0.17	0	0	0	0	0	0	0.89	0.61	3.01	0.17	0	0	0	0	0	0	0.89	0.61	3.01	0.17	0	0	0	0	0	0	0.89	0.61	3.01	0.17	0	.	.	.	.
chr4	922394	922395	atac_L28403	dist	.	.	minimal	0	0	0	0	0	0.87	0.16	0	0	0	0	0	0	0	0	0.87	0.16	0	0	0	0	0	0	0	0	0.87	0.16	0	0	0	0	0	0	0	0	0.87	0.16	0	0	0	.	.	.	.
chr4	936807	936808	atac_L28404	dist	.	.	overlap_minus	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	.	.	.	.
chr4	948915	948916	atac_L28405	prox	.	.	minimal	0	0	0	0	0	0.32	0	0	0	0	0	0	0	0	0	0.32	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	.	X	.	X
chr4	949808	949809	atac_L28406	prox	.	.	overlap_minus	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	1.51	0	0	0	0	.	.	.	.
chr4	952422	952423	atac_L28407	dist	.	.	minimal	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	.	.	.	.
chr4	965207	965208	atac_L28408	prox	.	.	tss_minus	0	0	0	0	0	0.87	12.57	13.87	11.96	96.47	0	0	0	0	0	0.7	11.14	13.16	11.35	84.41	0	0	0	0	1.51	0.35	7.64	8.89	5.07	82.9	0	0	0	0	1.51	0.35	4.46	5.87	2.63	61.8	.	X	.	X
chr4	975440	975441	atac_L28409	dist	.	.	overlap_plus	0.61	54.26	3.14	2.39	6.4	0	1.51	0	0	0	0.41	54.26	3.14	2.39	6.4	0	1.51	0	0.16	0	0.41	54.26	3.14	2.39	6.4	0	1.51	0	0.16	0	0.2	54.26	3.14	2.39	6.4	0	1.51	0	0.16	0	.	.	.	.
chr4	992082	992083	atac_L28410	prom_cage	-	ENSDART00000183898	tss_minus	0	0	0	0	0	0	6.76	3.85	21.1	2.79	0	0	0	0	0	0	5.87	2.43	15.07	2.79	0	0	0	0	0	0	1.96	1.62	7.54	0.35	0	0	0	0	0	0	0.18	0.2	0	0	.	.	.	.
chr4	1012522	1012523	atac_L28411	prox	.	.	overlap_minus	0	0	0	0	0	1.51	4.88	0.32	0	0.81	0	0	0	0	0	1.51	4.88	0.32	0	0.61	0	0	0	0	0	1.51	4.88	0.64	0	1.01	0	0	0	0	0	0	4.88	0.48	0	1.01	.	.	.	.
chr4	1026356	1026357	atac_L28412	dist	.	.	overlap_minus	0	0	0	0	0	0.18	6.08	0	0.17	0	0	0	0	0	0	0.18	5.47	0	0	0	0	0	0	0	0	0.18	5.88	0	0	0	0	0	0	0	0	0.18	5.67	0	0.35	0	.	.	.	.
chr4	1067846	1067847	atac_L28413	prox	.	.	overlap_minus	0	0	0	0	0	1.22	83.53	100.99	102.33	804.92	0	0	0	0	0	1.22	55.21	66.14	66.47	526.06	0	0	0	0	0	0.7	38.66	45.52	45.8	370.81	0	0	0	0	0	0.52	38.66	45.52	46	369.3	.	X	.	.
chr4	1068129	1068130	atac_L28414	prom_cage	-	ENSDART00000172320	tss_minus	0	0	0	0	0	0.41	425.07	49.65	41.21	50.14	0	0	0	0	0	0.61	425.07	49.65	41.37	50.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	X	.	.
chr4	1076233	1076234	atac_L28415	prox	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr4	1099642	1099643	atac_L28416	dist	.	.	overlap_minus	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	1.51	0	0	0	0	.	.	.	.
chr4	1112815	1112816	atac_L28417	dist	.	.	minimal	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	.	.	.	.
chr4	1151948	1151949	atac_L28418	dist	.	.	minimal	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	.	.	.	.
chr4	1152396	1152397	atac_L28419	dist	.	.	minimal	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.41	0	0	0	0	0	0	0	0	0	0.41	0	0	0	0	.	.	.	.
chr4	1295458	1295459	atac_L28420	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr4	1400135	1400136	atac_L28421	dist	.	.	overlap_minus	0	0	0	0	0	6.03	5.23	7.96	8.53	15.4	0	0	0	0	0	9.04	9.06	17.03	16.71	28.77	0	0	0	0	0	1.51	2.96	4.3	4.27	6.48	0	0	0	0	0	1.51	2.26	3.34	3.38	5.47	.	X	.	X
chr4	1414231	1414232	atac_L28422	prox	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr4	1487110	1487111	atac_L28423	dist	.	.	overlap_minus	0	0	0	0	0	0	2.07	2.84	3.24	36.18	0	0	0	0	0	0	2.07	2.84	3.24	36.18	0	0	0	0	0	0.17	2.07	2.84	3.24	36.18	0	0	0	0	0	0.17	2.07	2.84	3.24	36.18	.	.	.	.
chr4	1515863	1515864	atac_L28424	prox	.	.	minimal	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0.17	0	0	.	.	.	.
chr4	1516638	1516639	atac_L28425	prom_umms	+	TCONS_00087619	tss_plus	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	1.96	4.05	25.62	6.1	0	0	0	0	0	0.8	2.84	9.12	57.28	11.32	0.16	0	0	0	0	.	.	X	.
chr4	1552287	1552288	atac_L28426	dist	.	.	overlap_plus	0	1.22	5.89	5.33	11.96	0	0	0	0	0	0	1.22	5.89	5.51	11.96	0	0	0	0	0	1.51	1.22	5.89	5.33	11.96	0	0	0	0	0	3.01	1.22	5.89	5.33	11.96	0	0	0	0	0	.	.	.	.
chr4	1595780	1595781	atac_L28427	dist	.	.	minimal	0	0.61	0	0	0	0	0	0	0	0	0	0.61	0	0	0	0	0	0	0	0	0	0.61	0	0	0	0	0	0	0	0	0	0.61	0	0	0	0	0	0	0	0	.	.	.	.
chr4	1599969	1599970	atac_L28428	prox	.	.	tss_plus	0	0.48	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0	0	0	0	0	2.07	7.29	7.09	128.12	0	0	0	0	0	0.17	3.66	12.09	12.16	205	0	0	0	0	0	X	.	X	.
chr4	1601068	1601069	atac_L28429	prox	.	.	overlap_plus	1.01	40.7	11.5	10.02	19.38	0	0	0	0	0	0.61	40.7	11.32	10.02	19.38	0	0	0	0	0	2.03	40.7	11.67	10.02	19.38	0	0	0	0	0	1.82	40.7	11.5	10.02	19.38	0	0	0	0	0	.	.	.	.
chr4	1608838	1608839	atac_L28430	prox	.	.	tss_plus	0.64	7.29	20.47	135.66	26.83	0	0	0	0	0	0	4.8	16.41	84.41	20.91	0	0	0	0	0	1.43	7.82	18.44	147.72	29.97	0	0	0	0	0	1.59	16.36	31.61	318.05	58.37	0	0	0	0	0	X	.	X	.
chr4	1614834	1614835	atac_L28431	prox	.	.	overlap_plus	6.03	9.41	22.75	27.38	47.82	1.51	0	0	0	0	7.54	8.71	20.21	24.54	46.4	1.51	0	0	0	0	4.52	9.93	25.78	25.78	50.25	1.51	0	0	0	0	6.03	9.93	26.57	24.54	52.48	1.51	0	0	0	0	X	.	X	.
chr4	1619542	1619543	atac_L28432	prom_cage	+	ENSDART00000148486	tss_plus	0.36	0.2	4.52	0.35	0.16	0.18	0.41	0	0	0	0.36	0	0	0	0	0.18	0.41	0	0	0	0.53	21.48	156.76	9.93	13.68	0.18	0.2	0	0	0	0.89	45.39	342.17	20.73	31.35	0.18	0.2	0	0	0	.	.	X	.
chr4	1633925	1633926	atac_L28433	dist	.	.	overlap_plus	1.74	161.5	184.39	138.2	893.85	0	0.16	0	0	0	2.09	163.41	185.99	143.87	913.45	0	0.16	0	0	0	0.7	166.11	192.39	150.56	1003.89	0	0.48	0	0	0	1.22	158.79	184.56	153.4	973.74	0	0.64	0	0	0	X	.	X	.
chr4	1641251	1641252	atac_P05145	dist	.	.	overlap_minus	2.03	0	0.35	0.16	0.36	0	1.51	0	0	0	1.82	0	0.7	0.32	0.53	0	1.51	0	0	0	0.2	1.51	0	0	0	0.2	1.51	0	0	0	1.01	1.51	0	0	0	0.2	1.51	0	0	0	X	.	X	.
chr4	1683599	1683600	atac_P05146	prox	.	.	overlap_minus	0	0.36	0.2	1.51	0	1.11	11.02	5.88	36.18	6.79	0	0.36	0	3.01	0	0.32	11.02	6.08	36.18	6.45	0.16	0.18	0.2	1.51	0.35	0.16	11.02	5.67	34.67	6.62	0.16	0	0	9.04	0.7	1.59	33.43	20.67	69.34	17.77	.	.	.	X
chr4	1684430	1684431	atac_L28434	prom_ens	-	ENSDART00000019144	tss_minus	0	0.17	0.32	0	1.62	7.54	13.42	6.05	3.38	3.44	0	0	0	0.53	0.81	12.06	53.31	29.75	13.16	24.52	0	0.52	0.8	0.18	1.42	4.52	3.14	1.11	1.24	1.42	0	0.35	1.11	0.53	1.01	1.51	2.61	0.8	0.53	0.61	.	X	.	.
chr4	1713140	1713141	atac_L28435	dist	.	.	overlap_minus	0	0	0	0	0	0.71	1.22	4.52	0.35	0.64	0	0	0	0	0	0.53	1.22	4.52	0.35	0.64	0	0	0	0	0	0	1.22	4.52	0.35	0.64	0	0	0	0	0	0	1.22	4.52	0.35	0.64	.	.	.	.
chr4	1720678	1720679	atac_L28436	prom_ens	-	ENSDART00000103484	tss_minus	0	0	0	0	0	0	1.27	0.71	0.41	7.54	0	0	0	0	0	0	1.91	1.07	0.81	13.57	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	.	X	.	.
chr4	1722861	1722862	atac_L28437	prom_cage	+	ENSDART00000021139	tss_plus	0	1.51	0.17	0.32	0	0	1.51	0	0.16	0	0	0	0	0	0	0	1.51	0	0.32	0	0	149.23	13.59	15.27	17.25	0.2	0	0	0.32	0	0	149.23	13.59	15.27	17.25	0.2	0	0	0.16	0	.	.	X	.
chr4	1757459	1757460	atac_L28438	prom_cage	+,-	ENSDART00000144074	tss_plus	0	1.07	0	0	0	0.16	4.8	2.84	16.58	1.92	0	0.71	0	0	0	0.16	7.11	4.26	21.1	4.18	0	24.18	31.21	226.1	33.97	0	0.89	0.2	1.51	0.87	0.16	27.56	34.25	244.19	36.76	0	0.71	0	0	0.7	.	X	X	.
chr4	1761014	1761015	atac_L28439	prom_cage	+	ENSDART00000026963	tss_plus	0	0.35	0.16	0	0.2	3.01	0.52	0.16	0.18	0.2	0	0	0	0	0	3.01	0.17	0	0.18	0	0	13.94	7.48	8.71	10.74	1.51	0.35	0.16	0.36	0.81	1.51	16.03	8.91	11.2	13.58	0	0.17	0.32	0.18	0.61	.	.	X	.
chr4	1799508	1799509	atac_P05147	prox	.	.	overlap_minus	0	0	0	0	0	0.36	5.47	27.13	2.79	11.77	0	0	0	0	0	0.18	5.47	27.13	2.79	11.62	0	0	0	0	0	0.36	5.47	27.13	2.79	11.93	0	0	0	0	0	0.36	5.47	27.13	2.79	11.93	.	.	.	.
chr4	1801662	1801663	atac_L28440	prom_ens	-	ENSDART00000135749	tss_minus	0	0	0	0	0	0.35	0.32	0.18	0.2	1.51	0	0	0	0	0	0.17	2.55	1.24	4.86	76.87	0	0	0	0	0	0.87	0	0	0	0	0	0	0	0	0	1.05	0	0	0	0	.	X	.	.
chr4	2036664	2036665	atac_L28441	prom_cage	-	ENSDART00000150490	tss_minus	0	0	0.17	0	0	2.84	6.03	2.61	1.59	1.24	0	0	0.17	0	0	2.63	6.03	2.44	1.43	1.24	0	0	0.17	0	0	2.63	4.52	0.52	0.32	0	0	0	0.17	0	0	2.23	4.52	0.17	0.16	0	.	X	.	X
chr4	2042958	2042959	atac_P05148	dist	.	.	overlap_minus	0	0	0.2	0	0	0.95	0.36	0.2	0	0	0	0	0.2	0	0	1.27	0.36	0.2	0	0	0	0	0.2	0	0	0.48	0.36	0.2	0	0	0	0	0.2	0	0	0.64	0.36	0.2	0	0	.	X	.	X
chr4	2055220	2055221	atac_L28442	prox	.	.	overlap_minus	0	0	0.16	0	0	31.65	184.85	214.96	208.92	351.37	0	0	0.16	0	0.41	27.13	183.28	220.53	214.08	360.09	0	0	0.16	0	0	24.12	192.34	218.62	205.72	349.75	0	0	0.16	0	0	13.57	146.7	167.23	155.05	265.46	.	X	.	X
chr4	2059279	2059280	atac_L28443	prom_cage	-	ENSDART00000129521	tss_minus	0	0.41	1.51	0	1.11	3.38	112.46	1103.37	101.57	147.97	0	0.41	1.51	0	0.48	3.56	115.3	1165.17	105.06	157.52	0	0.2	1.51	0.17	1.43	0.18	4.66	57.28	2.79	3.18	0	0.2	4.52	0.17	0.48	0.18	0.2	1.51	0	0	.	X	.	.
chr4	2064198	2064199	atac_L28444	prox	.	.	overlap_minus	0	0	0	0	0	0.17	3.98	1.07	0	0	0	0	0	0	0	0.17	3.98	1.07	0	0	0	0	0	0	0	0.17	3.98	1.07	0	0	0	0	0	0	0	0.17	3.98	1.07	0	0	.	.	.	.
chr4	2064741	2064742	atac_L28445	prom_umms	+	TCONS_00087658	tss_plus	0	1.51	0	0	0	0.2	37.68	1.05	0	0	0.2	0	0	0	0	0.2	37.68	1.05	0	0	0	31.65	2.79	3.02	4.98	0.2	37.68	1.05	0	0	0.41	49.74	6.97	6.52	10.13	0.2	37.68	1.05	0	0	.	.	X	.
chr4	2075927	2075928	atac_L28446	dist	.	.	overlap_plus	1.11	4.27	7.9	49.74	7.14	0.16	4.45	1.22	0	0	0.8	4.27	7.9	49.74	7.14	0.16	4.45	1.22	0	0	1.59	4.27	7.9	49.74	7.14	0.16	4.45	1.22	0	0	1.11	4.27	7.9	49.74	7.14	0.16	4.45	1.22	0	0	.	.	.	.
chr4	2092325	2092326	atac_L28447	prox	.	.	overlap_plus	10.55	8.54	12.73	13.69	18.24	1.51	4.36	0.95	0	0	9.04	7.14	10.66	11.74	14.18	1.51	4.36	0.95	0	0	6.03	3.31	4.77	5.87	8.11	1.51	4.36	0.95	0	0	12.06	3.31	4.77	5.87	8.11	1.51	4.36	0.95	0	0	X	.	.	.
chr4	2196988	2196989	atac_L28448	prox	.	.	tss_minus	0	0	0	0	0	0	3.65	4.52	0.35	0	0	0	0	0	0	0	5.07	6.03	0.35	0	0	0	0	0	0	0	1.01	3.01	0.17	0.16	0	0	0	0	0	0	0.2	0	0	0.32	.	X	.	X
chr4	2219733	2219734	atac_L28449	prom_cage	-	ENSDART00000131046	tss_minus	0	0	0	0	0	0.17	0.32	0.36	0.41	12.06	0	0	0	0	0	0.35	0.48	1.07	0.41	18.09	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0.35	0	0	0	0	.	X	.	X
chr4	2232055	2232056	atac_L28450	prox	.	.	overlap_minus	0	0	0	0.32	0	0.61	0	0.52	0.32	0	0.2	0	0	0.32	0	0.61	1.51	0.35	0.32	0	0	0	0	0.32	0	0.41	1.51	0.17	0	0.36	0	0	0	0.32	0	0.41	1.51	0	0	0.36	.	.	.	.
chr4	2265270	2265271	atac_L28451	prom_cage	-	ENSDART00000125815	tss_minus	0	0	0	0	0	0.8	49.79	82.07	539.63	83.28	0	0	0	0	0	0.8	60.1	101.52	679.81	112.55	0	0.18	0.2	1.51	0.7	0.16	2.49	1.82	9.04	0.35	0.32	0.36	0.2	1.51	0.7	0	0.36	0.61	3.01	0.17	.	X	.	.
chr4	2273093	2273094	atac_L28452	dist	.	.	overlap_plus	49.74	0	0.16	1.07	0.81	0	0	0.16	0	0	48.23	0	0.48	1.24	0.81	0	0	0.16	0	0	46.73	0	0.16	0.71	0.81	0	0	0.16	0	0	10.55	0	0.32	0.36	0.81	0	0	0.16	0	0	.	.	.	.
