chr	start	end	name	category	strand	gene	inferred_strand	svm_prediction	dome_k4me1_up	dome_k4me1_center	dome_k4me1_down	dome_k4me2_up	dome_k4me2_center	dome_k4me2_down	dome_k4me3_up	dome_k4me3_center	dome_k4me3_down	dome_k9ac_up	dome_k9ac_center	dome_k9ac_down	dome_k27ac_up	dome_k27ac_center	dome_k27ac_down	dome_h4k16ac_up	dome_h4k16ac_center	dome_h4k16ac_down	dome_k56ac_up	dome_k56ac_center	dome_k56ac_down	dome_k64ac_up	dome_k64ac_center	dome_k64ac_down	dome_k122ac_up	dome_k122ac_center	dome_k122ac_down	dome_ntac_up	dome_ntac_center	dome_ntac_down	dome_igg_up	dome_igg_center	dome_igg_down	dome_k4me1_centerdown	dome_k4me2_centerdown	dome_k4me3_centerdown	dome_k9ac_centerdown	dome_k27ac_centerdown	dome_h4k16ac_centerdown	dome_k56ac_centerdown	dome_k64ac_centerdown	dome_k122ac_centerdown	dome_ntac_centerdown	dome_igg_centerdown	dome_k4me1_lg_enrich	dome_k4me2_lg_enrich	dome_k4me3_lg_enrich	dome_k9ac_lg_enrich	dome_k27ac_lg_enrich	dome_h4k16ac_lg_enrich	dome_k56ac_lg_enrich	dome_k64ac_lg_enrich	dome_k122ac_lg_enrich	dome_ntac_lg_enrich
chr4	9011778	9011886	atac_L28790	prom_ens	+	ENSDART00000058007	+	prom	3.876	3.426	4.463	2.981	2.884	5.405	1.2	2.645	1.477	1.492	3.232	2.687	1.501	2.733	2.143	1.161	1.624	2.013	0	0	2.264	0.974	2.451	2.281	0.861	0	2.913	0.646	0	2.308	0.696	1.284	0.696	4.389	5.284	1.642	2.75	2.212	1.979	2.148	2.298	2.785	2.191	0.765	3.623	4.519	0.877	1.985	1.447	1.214	1.383	1.533	2.02	1.426
chr4	9028751	9028845	atac_L28793	prom_ens	+	ENSDART00000102893	+	prom	1.635	0	4.069	1.91	0	3.413	1.2	1.843	1.298	0.447	1.551	2.319	0.687	0.722	1.562	0.837	1.482	1.649	2.264	0	0	1.291	0	2.542	0.861	0	1.396	2.133	0	1.43	1.164	2.572	1.799	3.948	3.296	1.354	2.267	1.506	1.635	0	2.435	1.317	1.35	1.885	2.063	1.412	-0.531	0.382	-0.378	-0.249	-1.885	0.551	-0.567	-0.535
chr4	9177941	9178057	atac_L28798	prom_ens	+	ENSDART00000154614	+	prom	1.635	2.469	2.647	2.704	2.796	4.242	0.721	1.924	2.427	1.293	3.578	3.571	1.371	1.86	2.294	1.3	1.295	2.626	2.264	4.12	4.019	0.568	0	3.412	1.396	0	2.345	2.133	1.78	2.308	1.164	0	1.164	2.629	4.144	2.382	3.572	2.255	2.532	4.03	3.27	2.219	2.261	1.078	1.551	3.066	1.304	2.493	1.177	1.454	2.952	2.192	1.141	1.183
chr4	9394367	9394482	atac_L28807	prom_ens	+	ENSDART00000092013	+	prom	2.381	4.578	3.976	0	4.247	3.213	0.856	1.269	0.572	0.787	0	0.787	0.983	1.869	0.891	0.643	0.574	0.744	2.264	4.132	0	0.974	1.631	1.551	0	2.186	0.861	1.43	0	0	1.164	1.231	0.39	4.051	3.361	0.661	0.723	1.028	0.727	1.436	1.559	1.069	0	0.503	3.548	2.858	0.158	0.22	0.525	0.224	0.933	1.056	0.566	-0.503
chr4	9536871	9536986	atac_L28815	prom_ens	+	ENSDART00000130083	+	prom	3.769	2.479	2.381	3.413	2.806	4.439	1.094	0.77	2.511	2.21	2.055	3.045	1.562	1.043	1.882	1.087	0.984	2.459	2.264	0	3.105	1.961	2.377	3.202	2.345	3.018	2.345	2.133	1.789	1.935	1.665	0	1.164	2.392	4.334	2.403	2.969	1.814	2.36	2.968	3.135	2.431	1.92	1.079	1.313	3.255	1.324	1.891	0.736	1.281	1.889	2.057	1.352	0.841
chr4	9592350	9592580	atac_L28817	prom_ens	+,-	ENSDART00000080829	+	prom	1.635	2.479	3.236	2.704	2.806	2.704	1.094	1.466	1.2	1.667	2.055	2.21	1.371	2.237	1.731	1.232	1.678	1.972	0	0	3.105	1.551	2.052	2.281	0	1.472	1.786	0.646	1.155	1.43	0	0	0.949	3.121	2.724	1.253	2.182	1.84	1.921	2.845	2.241	1.732	1.382	0.812	2.309	1.911	0.441	1.37	1.027	1.109	2.032	1.428	0.92	0.57
chr4	9669602	9669679	atac_L28833	prom_refseq	+	XM_005164587.4	+	enh	1.037	2.97	5.394	1.25	0	3.886	1.39	1.635	1.2	0.787	1.747	1.667	0.45	1.37	1.437	0.837	1.299	1.7	3.105	5.655	0	0.974	0	1.961	0.861	2.655	2.093	1.43	3.059	1.935	0.39	2.33	1.516	5.307	3.787	1.235	1.673	1.433	1.674	2.18	1.883	2.141	2.052	1.592	3.715	2.195	-0.357	0.081	-0.159	0.082	0.588	0.29	0.549	0.459
chr4	9836184	9836515	atac_L28838	prom_ens	+,-	ENSDART00000004879	+	prom	2.381	3.398	3.876	1.91	2.369	2.981	1.094	1.153	1.298	1.492	2.274	1.492	1.371	1.075	1.151	0.744	2.295	1.749	0	0	0	1.291	1.969	1.291	0.861	1.159	1.786	1.09	2.613	1.09	0.949	1.523	1.164	3.771	2.851	1.263	1.73	1.132	1.905	0	1.492	1.654	1.642	1.262	2.509	1.59	0.002	0.468	-0.129	0.643	-1.262	0.23	0.392	0.38
chr4	9911453	9911553	atac_L28841	prom_ens	+	ENSDART00000091599	+	prom	2.056	2.647	3.653	1.91	0	4.439	1.477	1.39	1.39	1.062	2.21	1.823	0.315	0.687	1.562	0.837	0	1.232	0	0	2.264	1.291	1.771	2.417	0	0	0	0	1.935	1.704	0	1.351	1.516	3.585	4.308	1.39	1.863	1.501	1.155	2.156	2.369	0	1.727	1.502	2.083	2.806	-0.112	0.361	-0.001	-0.347	0.654	0.867	-1.502	0.225
chr4	10003513	10003594	atac_L28845	prom_ens	+	ENSDART00000148105	+	prom	3.388	2.906	3.653	3.745	0	4.133	0.98	2.586	2.383	2.42	2.948	3.167	1.62	0.81	2.103	1.596	1.624	1.749	0	0	2.264	2.763	1.992	2.281	0	0	2.345	1.935	2.165	1.704	0.949	0	0.696	3.608	4.027	2.399	3.152	2.037	1.74	2.176	2.261	2.256	1.744	0.654	2.954	3.373	1.745	2.497	1.383	1.086	1.522	1.607	1.601	1.09
chr4	10066274	10066456	atac_L28848	prom_ens	+	ENSDART00000026492	+	prom	4.715	3.651	4.879	4.133	2.259	3.213	0.405	0.919	1.094	0.787	0	1.492	1.301	1.004	1.371	1.008	1.161	1.161	0	3.517	3.105	2.13	1.217	2.417	0	0	0	1.09	1.351	1.704	0.39	0.889	0.949	4.745	3.101	1.068	1.342	1.32	1.161	3.177	2.286	0	1.655	0.94	3.806	2.162	0.129	0.402	0.381	0.222	2.237	1.346	-0.94	0.715
chr4	10604027	10604208	atac_L28855	prom_ens	+	ENSDART00000037140	+	prom	2.056	1.966	3.236	1.91	2.266	2.704	1.2	1.696	2.337	1.293	3.173	2.841	1.301	2.128	2.526	1.426	1.801	2.335	2.264	0	3.633	2.281	0	2.763	1.396	0	1.786	0.646	2.042	1.09	1.665	0.892	0.949	3.1	2.645	2.255	2.897	2.472	2.265	3.414	2.561	1.62	1.283	0.94	2.16	1.705	1.315	1.957	1.531	1.325	2.474	1.621	0.68	0.343
chr4	10706563	10706731	atac_L28858	prom_umms	+	TCONS_00088186	+	prom	3.769	4.058	4.157	2.704	3.203	2.704	1.094	0.568	0.98	1.492	1.659	1.293	0.793	1.063	1.562	1.161	1.226	0.837	0	0	2.264	1.771	1.284	1.551	0	0	1.786	1.09	1.422	1.43	1.351	0.943	1.665	4.143	2.787	0.928	1.352	1.5	0.9	2.09	1.515	1.631	1.429	1.581	2.563	1.207	-0.653	-0.228	-0.081	-0.68	0.509	-0.065	0.05	-0.152
chr4	10812234	10812345	atac_L28867	prom_ens	-	ENSDART00000134425	+	enh	2.381	3.928	2.871	2.361	0	0	0.405	0.791	0.98	0.787	2.094	1.293	0.315	1.406	1.731	0.643	1.597	1.364	0	0	0	0	2.419	1.771	0.861	0	0.861	0.646	1.825	1.09	0	0	0.949	3.019	0	0.962	1.396	1.701	1.389	0	1.85	0.795	1.183	0.878	2.141	-0.878	0.085	0.519	0.824	0.512	-0.878	0.973	-0.083	0.305
chr4	11053236	11053358	atac_L28870	prom_umms	+	TCONS_00088209	+	prom	1.635	3.267	2.381	2.704	2.734	2.981	1.094	2.112	2.029	1.823	3.31	3.107	1.501	1	2.431	1.364	1.252	2.129	0	0	0	2.13	0	2.542	2.345	2.119	1.786	1.43	0	1.09	0.949	1.183	0.949	2.508	2.956	2.038	3.131	2.329	2.055	0	2.406	1.826	1.005	0.976	1.532	1.98	1.062	2.155	1.353	1.079	-0.976	1.43	0.85	0.028
chr4	11053585	11053746	atac_L28871	prom_ens	+	ENSDART00000140362	+	prom	2.871	0	2.381	3.213	3.792	3.213	1.709	0.588	2.029	2.42	3.968	3.167	2.018	2.82	1.974	1.749	1.923	2.201	0	0	0	1.961	2.458	2.281	2.345	0	1.396	1.704	1.461	1.09	1.164	0.973	0.949	2.21	3.309	1.896	3.308	2.126	2.165	0	2.307	1.267	1.148	0.952	1.258	2.356	0.944	2.356	1.173	1.213	-0.952	1.354	0.315	0.196
chr4	11311105	11311461	atac_P05191	prom_ens	+	ENSDART00000051792	+	enh	1.635	1.984	1.037	0	0	1.91	0.405	0.541	0.98	0.787	0	0.447	0.574	1.836	1.783	0.419	1.276	0.744	0	0	2.264	0	0	0.568	0	0	0	0	0	0.646	0	0.521	0.949	1.352	1.601	0.877	0.342	1.797	0.903	1.928	0.439	0	0.502	0.848	0.503	0.753	0.029	-0.506	0.949	0.055	1.08	-0.409	-0.848	-0.346
chr4	11458046	11458129	atac_L28877	prom_ens	+	ENSDART00000037600	+	prom	0	0	2.871	1.25	0	4.527	0.572	3.554	2.807	0.447	2.425	3.107	0.166	2.225	2.828	0.293	1.891	2.165	0	0	0	0	1.966	2.281	0	2.565	2.093	0	0	1.704	0.39	2.244	1.516	2.772	4.418	2.88	3.065	2.79	2.146	0	2.259	2.135	1.625	1.587	1.185	2.831	1.293	1.478	1.203	0.559	-1.587	0.672	0.548	0.039
chr4	11464158	11464304	atac_L28878	prom_ens	+	ENSDART00000008584	+	prom	1.037	3.037	3.653	1.25	3.385	3.589	1.39	1.917	2.552	0.447	1.801	2.21	1.069	1.973	2.364	1.3	0.47	2.165	0	0	2.264	0.974	0	2.13	1.396	1.924	1.396	1.43	1.553	1.935	0.39	0	1.351	3.587	3.564	2.485	2.164	2.32	2.032	2.111	1.981	1.475	1.891	1.234	2.353	2.33	1.25	0.93	1.086	0.798	0.876	0.746	0.241	0.657
chr4	11695923	11696022	atac_L28894	prom_ens	+	ENSDART00000137736	+	prom	3.527	5.256	4.929	2.361	4.452	5.308	1.298	1.789	1.709	2.21	1.502	2.515	1.437	2.232	2.103	1.232	1.435	1.887	0	0	2.264	0.974	1.781	2.763	0.861	0	0.861	1.704	0	1.43	1.516	2.047	1.164	4.962	5.248	1.716	2.448	2.115	1.851	2.157	2.697	0.801	1.346	1.269	3.692	3.979	0.447	1.178	0.845	0.582	0.888	1.428	-0.468	0.076
chr4	12012966	12013047	atac_L28911	prom_ens	+	ENSDART00000130692	+	prom	3.527	0	4.24	3.413	0	5.257	1.094	2.586	2.191	1.667	0	2.766	1.62	2.005	2.061	1.842	1.256	1.796	0	0	0	1.291	0	1.771	0.861	0	0	2.308	2.995	1.43	1.665	1.543	0.949	4.133	5.147	2.225	2.671	2.057	1.762	0	1.692	0	1.627	1.003	3.131	4.145	1.222	1.668	1.054	0.759	-1.003	0.689	-1.003	0.624
chr4	12292200	12292344	atac_L28924	prom_ens	+	ENSDART00000150786	+	prom	1.635	2.218	3.653	0	0	3.745	1.2	0	1.97	1.293	1.176	2.604	1.437	1.641	1.833	1.232	1.118	1.649	0	0	2.264	1.551	1.419	1.291	0.861	0	2.747	0.646	0	1.43	1.164	1.054	1.799	3.533	3.567	1.828	2.485	1.81	1.592	2.113	1.308	2.584	1.311	1.724	1.809	1.843	0.104	0.761	0.086	-0.132	0.388	-0.416	0.86	-0.413
chr4	12480413	12480707	atac_P05195	prom_umms	+	TCONS_00088327	+	enh	0	0	0	1.25	0	0	0	0	0.405	0.447	1.159	0.787	0.166	1.167	0.687	0.154	0.968	0.419	0	0	0	0	0	0.974	0	0	0	0	0	0	0.39	0	0.39	0	0	0.323	0.88	0.811	0.563	0	0.804	0	0	0.31	-0.31	-0.31	0.013	0.571	0.501	0.254	-0.31	0.494	-0.31	-0.31
chr4	12617080	12617336	atac_P05196	prom_ens	+	ENSDART00000134362	+	enh	3.236	4.125	4.318	1.25	1.885	1.25	1.477	0.708	0.856	1.062	0	0.787	1.069	0.966	1.069	0.926	1.343	0.744	0	0	0	1.771	2.925	2.763	1.396	1.375	0	1.43	1.68	1.09	1.351	0.683	0.696	4.281	1.404	0.827	0.658	1.049	0.888	0	2.798	0.406	1.232	0.693	3.587	0.711	0.134	-0.036	0.355	0.194	-0.693	2.104	-0.288	0.538
chr4	12766348	12766458	atac_L28935	prom_ens	-	ENSDART00000024312	+	prom	3.388	2.532	4.24	2.361	3.759	3.413	1.094	1.307	0.98	1.823	2.572	1.823	1.437	1.686	1.882	0.926	1.606	1.749	0	0	2.264	0.974	3.288	2.657	1.396	0	0.861	1.09	0	2.308	1.516	2.731	1.351	4.137	3.451	1.016	1.918	1.863	1.735	2.146	2.733	0.795	2.189	1.563	2.574	1.888	-0.547	0.354	0.3	0.172	0.583	1.17	-0.768	0.626
chr4	12931724	12931836	atac_L28952	prom_ens	+	ENSDART00000016382	+	enh	0	5.083	4.24	1.25	0	1.25	1.298	0.785	1.094	0.787	2.084	1.293	0.574	2.689	1.783	1.008	2.174	1.649	0	0	2.264	1.551	1.657	1.551	1.396	2.215	0	1.09	1.816	1.43	0.949	1.253	0.949	4.351	1.164	1.066	1.396	1.904	1.711	2.144	1.562	0.451	1.474	0.982	3.368	0.181	0.083	0.413	0.922	0.729	1.162	0.579	-0.531	0.491
chr4	12966590	12966664	atac_L28955	prom_ens	+	ENSDART00000113357	+	enh	2.056	3.02	3.769	1.25	0	1.25	1.2	1.067	1.2	0.787	0	1.492	1.069	0.868	1.437	1.008	1.333	0.837	0	0	0	0.974	0	1.291	1.396	0	1.396	1.43	0	0.646	1.164	0	0.696	3.728	1.191	1.191	1.427	1.405	0.878	0	1.231	1.333	0.609	0.658	3.07	0.534	0.533	0.769	0.747	0.22	-0.658	0.574	0.676	-0.048
chr4	13411976	13412106	atac_L28968	prom_ens	+	ENSDART00000003694	+	prom	0	3.185	2.056	2.361	4.08	4.242	1.845	3.683	4.007	1.823	3.902	3.697	2.018	2.385	2.463	1.596	2.525	2.335	2.264	3.966	4.574	1.551	3.361	2.657	0	2.049	2.56	1.704	1.665	1.43	1.799	2.529	1.164	2.24	4.224	3.973	3.722	2.455	2.359	4.516	2.758	2.51	1.459	1.404	0.836	2.821	2.569	2.318	1.051	0.955	3.112	1.354	1.106	0.055
chr4	13452496	13452819	atac_L28969	prom_refseq	+	XM_005164641.4	+	prom	4.318	4.471	4.463	2.981	3.254	3.589	1.636	2.589	3.161	3.224	3.739	3.886	2.103	2.418	2.803	1.972	2.637	2.27	0	4.222	3.633	2.657	3.204	3.859	2.093	2.871	1.396	1.43	2.831	1.704	0	0.566	0	4.465	3.514	3.041	3.852	2.718	2.368	3.801	3.724	1.917	2.071	0.16	4.305	3.354	2.881	3.692	2.558	2.209	3.641	3.564	1.757	1.911
chr4	13568286	13568554	atac_L28973	prom_ens	+	ENSDART00000171235	+	prom	3.388	2.785	3.065	2.981	3.497	3.589	0.856	1.774	1.636	0.787	2.132	2.092	0.891	1.496	1.562	0.643	2.052	2.165	2.264	0	0	0.568	1.486	1.291	0.861	2.016	0	0.646	1.636	1.935	1.351	1.109	1.351	3.01	3.57	1.666	2.101	1.548	2.142	0	1.334	0.717	1.876	1.303	1.707	2.267	0.363	0.798	0.246	0.839	-1.303	0.032	-0.586	0.574
chr4	13625742	13625910	atac_L28976	prom_ens	+	ENSDART00000108928	+	enh	0	2.861	4.594	1.91	3.203	4.242	1.094	0.974	0.721	0.787	1.659	1.492	0.687	0.788	0.574	0.744	1.878	0.536	0	0	0	1.291	1.284	0	0.861	2.55	1.396	1.704	2.595	1.935	0.39	0.943	1.665	4.441	4.132	0.76	1.518	0.606	0.824	0	0.271	1.631	2.05	1.581	2.861	2.551	-0.82	-0.063	-0.974	-0.757	-1.581	-1.31	0.05	0.47
chr4	13650415	13650508	atac_L28977	prom_umms	+	TCONS_00088382	+	enh	2.381	2.735	3.527	0	3.073	1.91	1.39	1.456	0.572	1.293	0	1.667	0.793	1.209	1.228	1.087	2.008	0.536	2.264	4.423	0	1.551	0	1.771	0	0	1.786	1.09	0	1.09	0.949	0	1.164	3.474	2.054	0.672	1.581	1.226	0.739	1.454	1.681	1.696	1.024	1.094	2.38	0.96	-0.422	0.487	0.132	-0.355	0.36	0.587	0.602	-0.07
chr4	13901390	13901657	atac_P05201	prom_ens	+	ENSDART00000137549	+	prom	1.037	4.228	4.594	1.25	1.841	4.439	0.721	1.147	1.558	1.062	2.962	2.841	0.166	1.813	1.974	0.536	1.424	1.542	0	0	0	0.974	2.206	2.763	1.396	2.02	2.093	0.646	1.639	1.935	1.516	0.661	1.164	4.524	4.159	1.481	2.868	1.942	1.518	0	2.662	2.078	1.877	1.071	3.453	3.088	0.41	1.796	0.87	0.446	-1.071	1.591	1.006	0.806
chr4	14174301	14174423	atac_L28996	prom_ens	+	ENSDART00000155171	+	enh	2.056	2.409	0	0	0	0	0	0.735	0.572	0.447	0	0.787	0.574	0.585	0.574	0.293	0	0.643	0	0	0	0	0	0.568	0	0	0	0	0	0.646	0.696	0	0	0.555	0	0.59	0.719	0.575	0.586	0	0.516	0	0.588	0	0.555	0	0.59	0.719	0.575	0.586	0	0.516	0	0.588
chr4	14360273	14360502	atac_L29002	prom_ens	+	ENSDART00000007103	+	prom	2.381	4.438	3.065	1.25	2.812	1.91	0.98	1.47	0.856	0.787	0	1.964	0	1.519	1.437	0.293	1.443	1.161	0	0	0	2.13	2.056	1.551	0	2.19	0.861	0	0	0.646	0.949	1.235	1.164	3.439	2.126	0.992	1.749	1.453	1.218	0	1.659	1.219	0.545	1.177	2.262	0.949	-0.185	0.572	0.276	0.041	-1.177	0.482	0.042	-0.632
chr4	14399360	14399586	atac_L29003	prom_ens	+	ENSDART00000151997	+	enh	1.635	2.997	2.647	1.25	0	0	0.405	0.78	0.856	2.21	0.85	1.293	1.301	1.887	1.437	0.926	1.318	0.926	0	0	0	1.291	2.398	1.771	0.861	1.488	0.861	1.43	1.169	1.704	1.164	0.753	1.351	2.718	0	0.843	1.221	1.532	1.006	0	1.909	0.999	1.619	1.258	1.46	-1.258	-0.415	-0.036	0.274	-0.251	-1.258	0.651	-0.259	0.362
chr4	14971401	14971510	atac_L29021	prom_refseq	+	NM_131027.2	+	prom	4.392	4.344	4.715	1.91	2.873	4.611	1.2	1.692	1.779	2.687	3.457	3.279	1.833	3.316	2.901	1.542	2.205	2.572	0	4.205	2.264	2.13	3.3	3.538	0	0	0	2.133	0	2.464	1.351	1.276	1.164	4.682	4.508	1.771	3.297	2.947	2.54	2.619	3.516	0	2.343	1.175	3.507	3.333	0.595	2.122	1.772	1.365	1.444	2.341	-1.175	1.168
chr4	14981792	14981933	atac_L29022	prom_ens	+	ENSDART00000067046	+	enh	2.381	4.297	3.236	2.361	0	1.91	0.856	1.446	1.2	1.062	2.281	1.293	0.891	1.847	1.228	1.232	1.376	2.091	2.264	0	0	0.568	0	1.551	0.861	0	0	1.09	1.586	1.09	0.696	1.678	0.696	3.417	1.773	1.232	1.459	1.32	2.019	0	1.428	0	1.162	0.86	2.557	0.913	0.372	0.599	0.46	1.159	-0.86	0.568	-0.86	0.301
chr4	15011178	15011311	atac_L29024	prom_ens	+	ENSDART00000124452	+	prom	3.236	2.309	5.464	3.589	2.628	4.344	1.39	1.15	1.709	2.42	1.898	2.687	2.143	1.72	1.974	2.236	0.884	1.232	0	0	2.264	1.961	2.21	2.657	2.345	2.835	1.396	1.704	1.643	1.09	1.351	2.169	1.164	5.306	4.221	1.654	2.614	1.946	1.195	2.123	2.611	1.66	1.167	1.325	3.981	2.896	0.329	1.289	0.622	-0.13	0.798	1.286	0.336	-0.158
chr4	15605758	15605870	atac_L29042	prom_ens	+	ENSDART00000021384	+	enh	2.056	0	2.056	0	0	3.886	0.721	0	1.477	2.092	1.389	1.823	0.793	1.063	1.731	0.744	0.587	1.542	0	0	0	0.568	0	1.291	0.861	2.215	2.56	1.09	0	1.09	0.949	0	0.696	1.941	3.744	1.38	1.785	1.676	1.469	0	1.203	2.529	1.011	0.639	1.301	3.105	0.741	1.146	1.036	0.83	-0.639	0.563	1.889	0.372
chr4	16124071	16124194	atac_L29057	prom_umms	-	TCONS_00093886	+	prom	4.715	5.587	4.53	3.213	4.859	3.886	1.298	1.213	1.298	1.062	1.307	1.823	0.983	0.581	1.562	0.643	1.5	1.426	0	0	0	2.417	2.783	2.13	2.093	2.11	0	0.646	1.72	2.464	0	0	0.39	4.691	4.031	1.289	1.775	1.482	1.434	0	2.218	0.447	2.399	0.352	4.34	3.679	0.937	1.423	1.13	1.082	-0.352	1.866	0.095	2.047
chr4	16315698	16315793	atac_L29072	prom_ens	+	ENSDART00000050407	+	prom	3.653	4.533	4.463	1.25	4.509	4.527	0.721	1.436	2.241	2.092	3.844	2.515	1.501	1.549	2.103	1.087	3.018	2.201	0	0	0	2.763	3.48	2.763	0.861	2.405	2.345	0	1.99	2.133	1.665	1.396	1.351	4.469	4.526	2.187	2.693	2.062	2.293	0	2.841	2.35	2.121	1.355	3.114	3.171	0.832	1.338	0.708	0.939	-1.355	1.487	0.996	0.767
chr4	16885635	16885948	atac_P05219	prom_ens	+	ENSDART00000017726	+	prom	3.065	3.471	4.157	0	3.586	3.886	1.094	1.492	1.39	1.964	1.453	1.492	1.371	1.242	1.437	1.364	1.388	1.596	0	0	0	1.551	1.728	2.13	0	1.204	0	1.935	0.927	1.704	1.799	1.314	1.164	4.021	3.82	1.415	1.483	1.393	1.549	0	2.044	0.39	1.553	1.201	2.82	2.62	0.214	0.282	0.192	0.348	-1.201	0.843	-0.81	0.353
chr4	17353688	17353782	atac_L29110	prom_ens	+	ENSDART00000136299	+	prom	4.318	5.112	4.157	4.527	3.059	4.765	0.721	2.153	1.477	3.167	2.281	2.766	1.882	1.559	2.143	1.887	1.135	2.165	2.264	0	3.105	2.13	1.834	2.862	2.345	2.417	1.396	1.704	0	1.704	1.164	0	1.351	4.269	4.677	1.549	2.73	2.101	2.1	2.991	2.798	1.519	1.616	1.273	2.996	3.404	0.276	1.457	0.828	0.827	1.718	1.524	0.245	0.342
chr4	17417010	17417122	atac_L29111	prom_ens	+	ENSDART00000056005	+	enh	3.236	0	3.653	1.91	0	2.361	0.721	1.291	0.721	0.447	0	0.787	0.315	1.063	1.151	1.087	0.587	0.643	0	0	0	0	0	0	1.396	0	0	1.43	0	0.646	0.949	0	0.696	3.512	2.239	0.79	0.725	1.142	0.638	0	0	0	0.592	0.639	2.873	1.599	0.15	0.085	0.503	-0.001	-0.639	-0.639	-0.639	-0.047
chr4	17671522	17671653	atac_L29120	prom_ens	+	ENSDART00000121714	+	prom	1.635	2.327	4.069	0	3.527	4.837	1.094	0.695	1.298	1.667	1.914	1.492	0.983	2.614	1.783	0.536	1.653	1.93	2.264	0	2.264	1.551	3.064	1.961	0	2.041	0.861	1.704	1.658	1.09	0.696	0	0.696	3.947	4.734	1.24	1.548	1.907	1.901	2.125	2.141	1.058	1.169	0.631	3.316	4.103	0.609	0.917	1.277	1.27	1.495	1.511	0.428	0.538
chr4	17843628	17843714	atac_L29124	prom_umms	+	TCONS_00088631	+	prom	2.647	2.832	4.53	2.361	0	5.032	0.856	2.734	2.29	1.823	2.384	2.913	1.371	0.774	1.677	0.926	0.726	2.091	0	0	0	0.974	0	0.974	0	0	0.861	1.09	0	1.43	0.949	1.487	1.516	4.449	4.917	2.331	2.877	1.622	2.019	0	0.917	0.809	1.356	1.514	2.935	3.403	0.817	1.363	0.109	0.505	-1.514	-0.597	-0.705	-0.158
chr4	20082745	20082833	atac_L29166	prom_ens	+	ENSDART00000066961	+	prom	3.976	4.243	4.069	3.886	4.059	4.69	1.298	1.912	2.427	1.293	1.614	2.42	1.371	1.916	2.671	1.161	2.068	1.596	2.264	4.499	4.019	1.291	1.903	2.281	0.861	2.495	2.345	1.704	2.073	0.646	1.351	2.652	0.949	4.084	4.648	2.391	2.369	2.623	1.641	4.064	2.254	2.358	0.831	1.191	2.894	3.458	1.201	1.179	1.432	0.45	2.874	1.063	1.167	-0.36
chr4	20485449	20485551	atac_L29180	prom_ens	-	ENSDART00000183276	+	prom	3.388	4.744	4.157	2.704	2.956	4.133	1.709	1.759	1.477	0.787	2.188	1.964	1.151	2.533	0.891	0.536	0.633	0.744	0	0	0	1.551	3.017	0.974	0.861	0	0.861	1.09	2.708	0.646	1.351	0	1.164	4.222	4.057	1.505	1.986	1.149	0.734	0	1.34	0.8	1.018	1.088	3.135	2.969	0.417	0.899	0.062	-0.354	-1.088	0.253	-0.288	-0.07
chr4	20622711	20622985	atac_L29182	prom_umms	+	TCONS_00088765	+	enh	2.056	2.757	2.056	1.25	1.814	0	0.856	0.671	0.217	0.787	0	1.062	0.45	1.08	0.793	0.536	0	0.643	0	0	0	0.974	0.911	1.771	0.861	1.316	2.345	0	0	1.43	0.696	0	0	2.238	0.624	0.327	0.891	0.859	0.527	0	1.624	2.178	1.22	0	2.238	0.624	0.327	0.891	0.859	0.527	0	1.624	2.178	1.22
chr4	21129630	21129887	atac_L29193	prom_ens	+	ENSDART00000169764	+	enh	5.071	5.077	5.116	1.25	0	1.25	0.98	0.706	1.39	2.42	3.131	2.766	2.398	3.022	2.364	1.542	2.238	2.091	2.264	0	3.105	3.042	2.509	3.042	1.396	3.16	2.56	2.133	2.103	1.935	1.665	1.49	1.799	5.108	1.068	1.274	2.849	2.525	2.122	2.818	2.948	2.705	1.971	1.741	3.367	-0.673	-0.467	1.108	0.784	0.381	1.077	1.207	0.963	0.229
chr4	21653504	21653580	atac_L29208	prom_refseq	+	XR_001798286.2	+	prom	3.065	0	2.871	2.981	4.259	2.361	1.094	2.07	1.558	1.964	3.028	2.319	0.983	1.769	1.62	1.426	1.985	1.972	0	0	2.264	2.13	2.061	1.771	0	0	1.396	1.43	2.237	2.133	1.665	2.345	1.351	2.78	2.615	1.601	2.382	1.631	1.973	2.181	1.793	1.332	2.141	1.448	1.332	1.167	0.153	0.934	0.183	0.525	0.733	0.345	-0.117	0.693
chr4	21740956	21741291	atac_P05245	prom_ens	+	ENSDART00000112035	+	enh	1.037	0	1.037	0	0	0	1.39	0.787	0.721	1.492	1.059	0.447	0.687	0.934	1.562	0.837	0.741	1.087	0	2.739	2.264	1.291	1.287	0.568	0.861	2.219	1.396	1.09	0.882	1.09	1.351	0	1.351	0.839	0	0.738	0.626	1.428	1.008	2.399	0.785	1.651	1.041	1.112	-0.273	-1.112	-0.374	-0.486	0.316	-0.104	1.287	-0.327	0.539	-0.071
chr4	22297686	22297925	atac_P05246	prom_ens	+	ENSDART00000077707	+	prom	2.871	3.586	3.388	1.91	1.958	3.886	0.856	1.893	2.029	1.823	2.822	3.224	1.783	2.194	1.62	1.426	1.64	2.052	2.264	0	0	1.291	2.596	2.542	1.786	1.437	1.396	0	0	1.704	0.696	1.2	1.922	3.429	3.665	2.003	3.155	1.75	1.981	0	2.553	1.404	1.497	1.808	1.62	1.857	0.195	1.346	-0.058	0.173	-1.808	0.744	-0.404	-0.311
